target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.20011895895004272,0.19997119903564453,0.19991494715213776,0.19996704161167145,0.20002783834934235
gross_actual_interchange_mw,11,0.19999270141124725,0.2000364363193512,0.19997571408748627,0.1999661773443222,0.20002898573875427
total_gen,28,0.19343049824237823,0.19346033036708832,0.19403372704982758,0.22735832631587982,0.19171713292598724
metered_load_mw,27,0.19280464947223663,0.1911214143037796,0.19830049574375153,0.22624744474887848,0.19152601063251495
total_losses,19,0.16853344440460205,0.16463826596736908,0.16798628866672516,0.3339850902557373,0.1648569405078888
congestion_price_da,8,0.16628475487232208,0.1569269448518753,0.17488425970077515,0.26548242568969727,0.236421599984169
congestion_price_rt,11,0.176827535033226,0.17476247251033783,0.1829914152622223,0.2588043212890625,0.20661425590515137
marginal_loss_price_da,21,0.19335617125034332,0.19783201813697815,0.20443205535411835,0.21030619740486145,0.19407355785369873
total_lmp_da,32,0.19504551589488983,0.18945278227329254,0.20056214928627014,0.22678564488887787,0.18815383315086365
da_as_total_mw_primary_reserve,11,0.23247870802879333,0.18568658828735352,0.20899176597595215,0.18709440529346466,0.18574851751327515
da_as_total_mw_synchronized_reserve,8,0.18758995831012726,0.18342585861682892,0.19223058223724365,0.25117227435112,0.18558134138584137
da_as_total_mw_thirty_minutes_reserve,18,0.20001809298992157,0.19690054655075073,0.1908000260591507,0.219230517745018,0.1930507868528366
