field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9484992027282715,-2.196689158741956,False
gross_actual_interchange_mw,0.2460934792895835,-0.5551137924194336,-0.8012072717090171,False
total_gen,0.9906449538219424,0.9590822458267212,-0.031562707995221206,True
metered_load_mw,0.9762308832723112,0.9756610989570618,-0.0005697843152494553,True
total_losses,0.6540839836602339,0.6956095695495605,0.041525585889326644,True
congestion_price_da,0.0475838272605031,0.2573174834251404,0.2097336561646373,True
congestion_price_rt,0.4561738508473963,0.4744042158126831,0.018230364965286794,True
marginal_loss_price_da,0.4407231017762543,0.47110646963119507,0.03038336785494078,True
total_lmp_da,0.9299314144617218,0.8982477188110352,-0.03168369565068663,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.960966169834137,-0.014261649123624598,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9222976565361023,-0.01954545450954448,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4315701723098755,-0.025333865694628588,True
