target,source,gate
total_losses,gen_fuel_wind_mw,0.47350144386291504
total_lmp_da,system_energy_price_da,0.4063448905944824
da_as_total_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.3998273015022278
da_as_total_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.3914017677307129
metered_load_mw,system_energy_price_da,0.3895261883735657
congestion_price_rt,marginal_loss_price_rt,0.3889977037906647
da_as_total_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,0.38093680143356323
marginal_loss_price_da,system_energy_price_da,0.3788023591041565
congestion_price_rt,system_energy_price_da,0.3763294219970703
da_as_total_mw_thirty_minutes_reserve,system_energy_price_da,0.37504062056541443
gross_actual_interchange_mw,gross_inadv_interchange_mw,0.3742297887802124
total_gen,system_energy_price_da,0.36967408657073975
congestion_price_rt,gen_fuel_multiple_fuels_mw,0.35514241456985474
total_losses,system_energy_price_da,0.35505759716033936
total_losses,marginal_loss_price_rt,0.34011632204055786
congestion_price_da,system_energy_price_da,0.3352184593677521
gross_actual_interchange_mw,system_energy_price_da,0.33505403995513916
da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_mw,0.33241650462150574
total_gen,gen_fuel_nuclear_mw,0.33149755001068115
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_mw,0.3296511173248291
total_losses,gen_fuel_nuclear_mw,0.3251040577888489
metered_load_mw,marginal_loss_price_rt,0.32367628812789917
metered_load_mw,gen_fuel_nuclear_mw,0.3223111629486084
gross_actual_interchange_mw,gen_fuel_nuclear_mw,0.320571631193161
metered_load_mw,forecast_load_mw_latest_available,0.3130291998386383
gross_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.3129100799560547
net_actual_interchange_mw,system_energy_price_da,0.3106919825077057
total_losses,gen_fuel_coal_pct,0.3067518472671509
total_gen,marginal_loss_price_rt,0.3067168593406677
total_gen,gen_fuel_nuclear_pct,0.30667901039123535
metered_load_mw,forecast_load_mw_day_ahead,0.3061662018299103
marginal_loss_price_da,marginal_loss_price_rt,0.30136412382125854
congestion_price_rt,total_lmp_rt,0.30131787061691284
gross_actual_interchange_mw,marginal_loss_price_rt,0.30084919929504395
metered_load_mw,gen_fuel_nuclear_pct,0.3005816340446472
total_gen,forecast_load_mw_latest_available,0.3003721237182617
metered_load_mw,gen_fuel_multiple_fuels_mw,0.3003145456314087
total_gen,forecast_load_mw_day_ahead,0.299201101064682
net_actual_interchange_mw,gen_fuel_nuclear_mw,0.2977069616317749
total_gen,gen_fuel_multiple_fuels_mw,0.29547548294067383
total_gen,gen_fuel_coal_pct,0.2946259379386902
metered_load_mw,gen_fuel_coal_pct,0.292165070772171
congestion_price_rt,gen_fuel_multiple_fuels_pct,0.28779566287994385
gross_actual_interchange_mw,gen_fuel_coal_pct,0.27755236625671387
net_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.27432945370674133
total_gen,gen_fuel_coal_mw,0.2722446024417877
metered_load_mw,gen_fuel_coal_mw,0.27179384231567383
da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.26845768094062805
da_as_total_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,0.2672451138496399
da_as_total_mw_primary_reserve,da_as_as_req_mw_primary_reserve,0.26654866337776184
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,0.26545023918151855
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_primary_reserve,0.2645735442638397
da_as_total_mw_thirty_minutes_reserve,marginal_loss_price_rt,0.25377604365348816
congestion_price_da,marginal_loss_price_rt,0.25358399748802185
congestion_price_da,gen_fuel_nuclear_mw,0.25226640701293945
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.2506541609764099
total_losses,gen_fuel_coal_mw,0.2458375245332718
da_as_total_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.24442246556282043
da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_pct,0.24077558517456055
net_actual_interchange_mw,marginal_loss_price_rt,0.238636314868927
total_lmp_da,total_lmp_rt,0.23799821734428406
marginal_loss_price_da,gen_fuel_nuclear_mw,0.23581142723560333
da_as_total_mw_thirty_minutes_reserve,gen_fuel_other_renewables_mw,0.23464487493038177
total_gen,gen_fuel_other_renewables_mw,0.23444236814975739
gross_actual_interchange_mw,total_pjm_reg_purchases,0.23172952234745026
congestion_price_rt,gen_fuel_gas_pct,0.22812813520431519
total_losses,gen_fuel_other_renewables_mw,0.22767487168312073
total_gen,gen_fuel_gas_pct,0.22765330970287323
total_losses,gross_inadv_interchange_mw,0.22749844193458557
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_mw,0.22740809619426727
metered_load_mw,gen_fuel_other_renewables_mw,0.2240324765443802
gross_actual_interchange_mw,gross_sched_interchange_mw,0.22333209216594696
total_losses,forecast_load_mw_latest_available,0.22288714349269867
metered_load_mw,gen_fuel_gas_pct,0.22226989269256592
total_losses,forecast_load_mw_day_ahead,0.2211904525756836
congestion_price_rt,gen_fuel_nuclear_pct,0.22098517417907715
net_actual_interchange_mw,gen_fuel_other_renewables_mw,0.2202393114566803
net_actual_interchange_mw,gen_fuel_multiple_fuels_pct,0.21913409233093262
marginal_loss_price_da,gen_fuel_coal_pct,0.21912993490695953
total_gen,gross_inadv_interchange_mw,0.21797621250152588
total_lmp_da,marginal_loss_price_rt,0.21752971410751343
marginal_loss_price_da,gen_fuel_multiple_fuels_mw,0.21538624167442322
metered_load_mw,total_lmp_rt,0.21393193304538727
metered_load_mw,gross_inadv_interchange_mw,0.21302592754364014
total_lmp_da,gen_fuel_coal_pct,0.2071974128484726
net_actual_interchange_mw,gross_sched_interchange_mw,0.20510832965373993
total_losses,gen_fuel_nuclear_pct,0.20456238090991974
net_actual_interchange_mw,da_as_as_req_mw_synchronized_reserve,0.20277975499629974
total_gen,gen_fuel_gas_mw,0.2023204267024994
gross_actual_interchange_mw,gen_fuel_coal_mw,0.2015725076198578
net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,0.20102627575397491
net_actual_interchange_mw,gen_fuel_gas_pct,0.19854912161827087
total_lmp_da,forecast_load_mw_day_ahead,0.1966707557439804
metered_load_mw,gen_fuel_gas_mw,0.19465579092502594
da_as_total_mw_thirty_minutes_reserve,da_as_mcp_synchronized_reserve,0.19425728917121887
gross_actual_interchange_mw,gen_fuel_nuclear_pct,0.19334176182746887
da_as_total_mw_thirty_minutes_reserve,da_as_as_req_mw_synchronized_reserve,0.1932319551706314
net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,0.1925816386938095
total_lmp_da,forecast_load_mw_latest_available,0.19200082123279572
total_gen,total_lmp_rt,0.19199542701244354
da_as_total_mw_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,0.19187293946743011
total_gen,da_as_as_req_mw_primary_reserve,0.19014500081539154
marginal_loss_price_da,forecast_load_mw_latest_available,0.18861670792102814
marginal_loss_price_da,forecast_load_mw_day_ahead,0.1871013194322586
marginal_loss_price_da,gen_fuel_coal_mw,0.187051460146904
total_gen,da_as_as_req_mw_synchronized_reserve,0.18674305081367493
marginal_loss_price_da,total_lmp_rt,0.184700146317482
total_lmp_da,gen_fuel_nuclear_pct,0.18177060782909393
metered_load_mw,da_as_as_req_mw_primary_reserve,0.18169370293617249
metered_load_mw,da_as_as_req_mw_synchronized_reserve,0.18168304860591888
total_lmp_da,da_as_mcp_synchronized_reserve,0.18151824176311493
da_as_total_mw_primary_reserve,gen_fuel_other_renewables_mw,0.18095363676548004
marginal_loss_price_da,gen_fuel_nuclear_pct,0.18085415661334991
congestion_price_da,da_as_as_req_mw_synchronized_reserve,0.17945416271686554
total_losses,da_as_as_req_mw_primary_reserve,0.17923250794410706
congestion_price_da,da_as_as_req_mw_primary_reserve,0.1792089343070984
da_as_total_mw_thirty_minutes_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.17900677025318146
congestion_price_da,gross_inadv_interchange_mw,0.17787940800189972
total_lmp_da,da_as_nsr_mw_primary_reserve,0.17690405249595642
congestion_price_rt,gen_fuel_coal_mw,0.1767076849937439
total_losses,da_as_as_req_mw_synchronized_reserve,0.17642442882061005
congestion_price_rt,rmccp,0.1744842529296875
total_lmp_da,gen_fuel_coal_mw,0.17361301183700562
da_as_total_mw_thirty_minutes_reserve,total_lmp_rt,0.1733987033367157
total_lmp_da,da_as_mcp_primary_reserve,0.17311838269233704
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.1723891645669937
total_gen,gen_fuel_wind_pct,0.1708785742521286
congestion_price_da,gen_fuel_nuclear_pct,0.1707049012184143
congestion_price_rt,forecast_load_mw_day_ahead,0.17067895829677582
gross_actual_interchange_mw,total_pjm_assigned_reg,0.16918621957302094
total_lmp_da,gen_fuel_multiple_fuels_mw,0.16913288831710815
congestion_price_rt,forecast_load_mw_latest_available,0.1687774360179901
congestion_price_rt,total_pjm_rmccp_cr,0.16833916306495667
metered_load_mw,gen_fuel_wind_pct,0.16758552193641663
gross_actual_interchange_mw,forecast_load_mw_latest_available,0.16751664876937866
total_lmp_da,gen_fuel_gas_pct,0.166854128241539
congestion_price_da,gen_fuel_coal_mw,0.1655048280954361
metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.16522502899169922
total_losses,total_lmp_rt,0.16517198085784912
congestion_price_da,da_as_as_req_mw_thirty_minutes_reserve,0.16264167428016663
gross_actual_interchange_mw,forecast_load_mw_day_ahead,0.16040095686912537
net_actual_interchange_mw,total_pjm_reg_purchases,0.1598604917526245
da_as_total_mw_thirty_minutes_reserve,da_as_mcp_primary_reserve,0.15847618877887726
da_as_total_mw_synchronized_reserve,gen_fuel_gas_pct,0.15729117393493652
gross_actual_interchange_mw,total_lmp_rt,0.1568010151386261
congestion_price_da,forecast_load_mw_latest_available,0.154547780752182
net_actual_interchange_mw,gen_fuel_wind_pct,0.15431800484657288
total_gen,gen_fuel_other_renewables_pct,0.15416739881038666
metered_load_mw,gen_fuel_other_renewables_pct,0.15393833816051483
metered_load_mw,gen_fuel_multiple_fuels_pct,0.15328490734100342
total_losses,da_as_as_req_mw_thirty_minutes_reserve,0.15105704963207245
da_as_total_mw_thirty_minutes_reserve,total_pjm_reg_purchases,0.14866304397583008
total_lmp_da,total_pjm_reg_purchases,0.14860446751117706
congestion_price_da,forecast_load_mw_day_ahead,0.14829804003238678
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_pct,0.14817053079605103
total_gen,gen_fuel_multiple_fuels_pct,0.14649181067943573
total_gen,gross_sched_interchange_mw,0.14235751330852509
total_lmp_da,gross_inadv_interchange_mw,0.14192156493663788
da_as_total_mw_primary_reserve,gen_fuel_gas_pct,0.14188234508037567
marginal_loss_price_da,gross_inadv_interchange_mw,0.14145712554454803
marginal_loss_price_da,da_as_mcp_synchronized_reserve,0.14005912840366364
metered_load_mw,gen_fuel_oil_mw,0.13881425559520721
total_lmp_da,gen_fuel_oil_mw,0.13530640304088593
total_lmp_da,gen_fuel_oil_pct,0.13503117859363556
congestion_price_da,total_lmp_rt,0.1340806484222412
net_actual_interchange_mw,total_pjm_assigned_reg,0.1319955438375473
total_gen,gen_fuel_oil_mw,0.13000713288784027
metered_load_mw,gross_sched_interchange_mw,0.129921555519104
da_as_total_mw_thirty_minutes_reserve,total_pjm_rmpcp_cr,0.12849478423595428
congestion_price_rt,da_as_mcp_primary_reserve,0.1232137456536293
net_actual_interchange_mw,forecast_load_mw_latest_available,0.12291229516267776
total_lmp_da,gen_fuel_multiple_fuels_pct,0.1189131960272789
net_actual_interchange_mw,forecast_load_mw_day_ahead,0.1187056303024292
metered_load_mw,gen_fuel_oil_pct,0.11855363100767136
total_losses,gen_fuel_gas_mw,0.1180010586977005
da_as_total_mw_synchronized_reserve,gen_fuel_wind_pct,0.11783025413751602
congestion_price_da,da_as_mcp_synchronized_reserve,0.11758238822221756
da_as_total_mw_primary_reserve,forecast_load_mw_day_ahead,0.11753781884908676
gross_actual_interchange_mw,gen_fuel_solar_pct,0.11691112071275711
da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.11630197614431381
da_as_total_mw_synchronized_reserve,gen_fuel_coal_mw,0.11369311064481735
da_as_total_mw_primary_reserve,forecast_load_mw_latest_available,0.11320342123508453
da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.11307576298713684
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_pct,0.1130443587899208
total_gen,gen_fuel_oil_pct,0.11249721050262451
da_as_total_mw_thirty_minutes_reserve,gen_fuel_hydro_pct,0.11225133389234543
total_lmp_da,gen_fuel_gas_mw,0.11221001297235489
gross_actual_interchange_mw,gen_fuel_solar_mw,0.11174145340919495
da_as_total_mw_thirty_minutes_reserve,gen_fuel_oil_pct,0.11043626070022583
net_actual_interchange_mw,total_pjm_rmpcp_cr,0.1103886067867279
marginal_loss_price_da,da_as_mcp_primary_reserve,0.11035872250795364
total_gen,da_as_mcp_synchronized_reserve,0.11016732454299927
da_as_total_mw_synchronized_reserve,forecast_load_mw_latest_available,0.11012923717498779
congestion_price_rt,gen_fuel_oil_pct,0.10911622643470764
congestion_price_rt,gen_fuel_oil_mw,0.10857594758272171
congestion_price_da,da_as_mcp_primary_reserve,0.10851035267114639
total_lmp_da,gen_fuel_hydro_pct,0.10830887407064438
congestion_price_da,gen_fuel_hydro_pct,0.10746487975120544
da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_pct,0.1055569052696228
total_lmp_da,total_pjm_assigned_reg,0.10531475394964218
da_as_total_mw_synchronized_reserve,forecast_load_mw_day_ahead,0.10421398282051086
marginal_loss_price_da,gen_fuel_oil_mw,0.10327504575252533
gross_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.10294803231954575
total_lmp_da,gen_fuel_hydro_mw,0.10284560918807983
congestion_price_rt,gen_fuel_gas_mw,0.10263266414403915
marginal_loss_price_da,gen_fuel_hydro_pct,0.10240872204303741
marginal_loss_price_da,total_pjm_loc_credit,0.10225590318441391
