confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9906915426254272,0.009705043397843838,True
total_gen,0.9895668029785156,0.010981863364577293,True
total_lmp_da,0.9838004112243652,0.018501367419958115,True
da_as_total_mw_primary_reserve,0.9524657726287842,0.04999758303165436,True
da_as_total_mw_synchronized_reserve,0.9191684126853943,0.0833577811717987,True
da_as_total_mw_thirty_minutes_reserve,0.8734415769577026,0.13153205811977386,True
net_actual_interchange_mw,0.8652335405349731,0.1367495357990265,True
total_losses,0.8627061247825623,0.1369394212961197,True
gross_actual_interchange_mw,0.7991576194763184,0.20899544656276703,True
marginal_loss_price_da,0.7812032103538513,0.2148890495300293,True
congestion_price_rt,0.6535109281539917,0.3871815502643585,True
congestion_price_da,0.5843373537063599,0.45088642835617065,True
