target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.919905424118042,0.986636214960955
gross_actual_interchange_mw,10,2.258837938308716,0.9810008521211931
total_gen,23,3.1053857803344727,0.9903975470783144
metered_load_mw,21,3.0155508518218994,0.9904840294351099
total_losses,14,2.622636079788208,0.9937776077682084
congestion_price_da,4,1.376425862312317,0.9928813828546474
congestion_price_rt,9,2.1798465251922607,0.992090907628101
marginal_loss_price_da,16,2.7562012672424316,0.9940894749856332
total_lmp_da,25,3.199409008026123,0.9939522933156719
da_as_total_mw_primary_reserve,8,2.0180814266204834,0.9704920220984987
da_as_total_mw_synchronized_reserve,7,1.9032477140426636,0.9780758453655422
da_as_total_mw_thirty_minutes_reserve,15,2.698434829711914,0.9964493378348812
