field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9439910091459751,-0.046653944675967285,True
metered_load_mw,0.9762308832723112,0.9630959331989288,-0.01313495007338239,True
total_losses,0.6540839836602339,0.568503201007843,-0.08558078265239089,True
congestion_price_da,0.0475838272605031,0.2226455807685852,0.17506175350808212,True
congestion_price_rt,0.4561738508473963,0.46167415380477905,0.005500302957382741,True
marginal_loss_price_da,0.4407231017762543,0.5002242922782898,0.059501190502035506,True
total_lmp_da,0.9299314144617218,0.8945770263671875,-0.035354388094534284,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9587814658880234,-0.016446353069738184,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9093408212065697,-0.0325022898390771,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.31843477487564087,-0.1384692631288632,True
