target,source,gate
marginal_loss_price_da,total_pjm_loc_credit,0.42803430557250977
net_actual_interchange_mw,gross_sched_interchange_mw,0.4162136912345886
congestion_price_da,gen_fuel_coal_mw,0.4103221595287323
gross_actual_interchange_mw,gross_sched_interchange_mw,0.4083346724510193
congestion_price_rt,gen_fuel_coal_mw,0.4066970646381378
total_gen,gross_sched_interchange_mw,0.4063718914985657
metered_load_mw,gross_sched_interchange_mw,0.4043055772781372
marginal_loss_price_da,gen_fuel_coal_mw,0.4017774760723114
net_actual_interchange_mw,total_pjm_rmpcp_cr,0.39980095624923706
total_lmp_da,total_pjm_loc_credit,0.39865875244140625
total_losses,gen_fuel_coal_mw,0.3985941410064697
total_losses,gen_fuel_wind_mw,0.39526230096817017
da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.394595205783844
gross_actual_interchange_mw,gen_fuel_coal_mw,0.39013516902923584
da_as_total_mw_thirty_minutes_reserve,total_pjm_rmpcp_cr,0.38496655225753784
total_gen,gen_fuel_coal_mw,0.37319913506507874
total_lmp_da,gen_fuel_coal_mw,0.37259238958358765
da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.37076959013938904
metered_load_mw,gen_fuel_coal_mw,0.36899083852767944
da_as_total_mw_synchronized_reserve,gen_fuel_coal_mw,0.3670235872268677
da_as_total_mw_primary_reserve,total_pjm_rmpcp_cr,0.3666972517967224
congestion_price_da,da_as_as_req_mw_thirty_minutes_reserve,0.35801172256469727
total_losses,da_as_as_req_mw_thirty_minutes_reserve,0.3565661311149597
congestion_price_da,gen_fuel_gas_mw,0.35605016350746155
congestion_price_da,gen_fuel_hydro_mw,0.352532297372818
congestion_price_rt,gen_fuel_gas_mw,0.3504435420036316
marginal_loss_price_da,gen_fuel_gas_mw,0.3493734300136566
congestion_price_rt,gen_fuel_hydro_mw,0.34781116247177124
total_losses,gen_fuel_gas_mw,0.3476068675518036
marginal_loss_price_da,gen_fuel_hydro_mw,0.34472107887268066
net_actual_interchange_mw,gen_fuel_gas_mw,0.3434673845767975
marginal_loss_price_da,gen_fuel_multiple_fuels_mw,0.34234991669654846
gross_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.3423294425010681
net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,0.3404390811920166
gross_actual_interchange_mw,gen_fuel_gas_mw,0.33823472261428833
net_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.33708640933036804
da_as_total_mw_thirty_minutes_reserve,rmpcp,0.3340606987476349
congestion_price_rt,gen_fuel_multiple_fuels_mw,0.33331501483917236
da_as_total_mw_thirty_minutes_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.3315989077091217
da_as_total_mw_thirty_minutes_reserve,gen_fuel_hydro_mw,0.32837027311325073
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.328144907951355
gross_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.3278917968273163
congestion_price_da,forecast_load_mw_day_ahead,0.3268676698207855
metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.32507386803627014
da_as_total_mw_primary_reserve,total_pjm_self_sched_reg,0.3243740499019623
total_lmp_da,da_as_nsr_mw_primary_reserve,0.3230259120464325
total_gen,gen_fuel_hydro_mw,0.3204875588417053
net_actual_interchange_mw,forecast_load_mw_day_ahead,0.3198331296443939
da_as_total_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.3198011517524719
total_gen,gen_fuel_gas_mw,0.3195734918117523
congestion_price_rt,forecast_load_mw_day_ahead,0.3193030059337616
total_lmp_da,gen_fuel_gas_mw,0.3186993896961212
congestion_price_da,gen_fuel_oil_mw,0.3180568814277649
