target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1827292442321777,0.9934028896028393
gross_actual_interchange_mw,11,2.342477560043335,0.9768890187225056
total_gen,28,3.222156047821045,0.9669742772335506
metered_load_mw,27,3.196235179901123,0.9697795460902295
total_losses,19,2.854053258895874,0.9693029059491143
congestion_price_da,8,2.0540215969085693,0.9877755905796075
congestion_price_rt,11,2.2652907371520996,0.9446996133857338
marginal_loss_price_da,21,2.966784715652466,0.9744663658550382
total_lmp_da,32,3.3973350524902344,0.9802636864931815
da_as_total_mw_primary_reserve,11,2.264620780944824,0.9444202199464643
da_as_total_mw_synchronized_reserve,8,1.9500620365142822,0.9377816098349959
da_as_total_mw_thirty_minutes_reserve,18,2.8539514541625977,0.987399439662365
