k,mask,single,attn,ig,lrp,shapley
1,-0.06619402021169662,0.013662244193255901,-0.19798320531845093,0.013662244193255901,0.013662244193255901,-0.19798320531845093
2,-0.12878353893756866,-0.05296285077929497,-0.05296285077929497,0.08778199553489685,0.08778199553489685,-0.05296285077929497
3,-0.04516955837607384,0.06539696455001831,0.06539696455001831,0.16080643236637115,0.16080643236637115,0.06539696455001831
4,0.09714397042989731,0.13257259130477905,0.13257259130477905,0.13257259130477905,0.13257259130477905,0.13257259130477905
5,0.21427494287490845,0.22765271365642548,0.22765271365642548,0.22765271365642548,0.21427494287490845,0.22836031019687653
6,0.30532655119895935,0.27049216628074646,0.27049216628074646,0.27049216628074646,0.30532655119895935,0.3062986433506012
7,0.34578076004981995,0.3272351324558258,0.34578076004981995,0.34578076004981995,0.34578076004981995,0.34578076004981995
8,0.38171133399009705,0.36530444025993347,0.38171133399009705,0.38171133399009705,0.38171133399009705,0.38171133399009705
9,0.40902385115623474,0.40801939368247986,0.4580341577529907,0.43365493416786194,0.4318366050720215,0.43365493416786194
10,0.4321199953556061,0.4745141565799713,0.5019111037254333,0.4745141565799713,0.4745141565799713,0.4745141565799713
11,0.4502730071544647,0.4430263936519623,0.5308091044425964,0.5308091044425964,0.5000931620597839,0.4430263936519623
12,0.496322900056839,0.5001586079597473,0.5569136738777161,0.542513370513916,0.5569136738777161,0.45741215348243713
13,0.5370411276817322,0.5101575255393982,0.5038198232650757,0.5590084791183472,0.5742272734642029,0.4830124080181122
14,0.5857407450675964,0.5221924185752869,0.521137535572052,0.5574384331703186,0.5857407450675964,0.5395867824554443
15,0.6009476780891418,0.5746548175811768,0.569536030292511,0.5443897843360901,0.6009476780891418,0.5484790802001953
16,0.6070195436477661,0.5951673984527588,0.6384270787239075,0.5560705065727234,0.5448281764984131,0.6009290814399719
17,0.5889282822608948,0.6026027798652649,0.6487483978271484,0.589245617389679,0.6143295168876648,0.6244957447052002
18,0.5862168669700623,0.6038713455200195,0.6536213755607605,0.615534245967865,0.615534245967865,0.6357481479644775
19,0.5878710150718689,0.630647599697113,0.6567972302436829,0.6181406378746033,0.6618222594261169,0.6490528583526611
20,0.5984497666358948,0.6340134739875793,0.6576170325279236,0.6217002272605896,0.6618340611457825,0.6646938920021057
21,0.6017863750457764,0.6344114542007446,0.6603041291236877,0.6506136059761047,0.6684140563011169,0.669532835483551
22,0.6044143438339233,0.6360041499137878,0.6609665751457214,0.653042733669281,0.6707599759101868,0.6730170845985413
23,0.6041987538337708,0.635906994342804,0.6662684082984924,0.656163215637207,0.6730930805206299,0.6729061603546143
24,0.6354123950004578,0.6353535056114197,0.675133228302002,0.660179078578949,0.6755655407905579,0.6764952540397644
25,0.635552704334259,0.644443690776825,0.6755771040916443,0.6619694232940674,0.6759317517280579,0.677067756652832
26,0.6356117725372314,0.6691623330116272,0.6785888671875,0.6795978546142578,0.6786898970603943,0.6841142177581787
27,0.6379548907279968,0.6711735129356384,0.6781952381134033,0.6817566752433777,0.6788310408592224,0.6859331727027893
28,0.6402408480644226,0.6711949706077576,0.6808984279632568,0.6828866004943848,0.6805524826049805,0.6875247359275818
29,0.640325129032135,0.6812251210212708,0.6825513243675232,0.683750331401825,0.6823132634162903,0.6878024935722351
30,0.640581488609314,0.6835306286811829,0.6835783123970032,0.6828603148460388,0.6833939552307129,0.6882310509681702
31,0.6526718139648438,0.6837814450263977,0.682443380355835,0.683070719242096,0.6833214163780212,0.6885886192321777
32,0.6524450182914734,0.6838372349739075,0.6823429465293884,0.6834800243377686,0.6844334006309509,0.6887026429176331
33,0.6598303914070129,0.6838843822479248,0.6822800040245056,0.6833224892616272,0.6850845217704773,0.6887608170509338
34,0.6728681921958923,0.6839129328727722,0.6838708519935608,0.6839956641197205,0.6838708519935608,0.6876351237297058
35,0.6733732223510742,0.6840927004814148,0.6838335394859314,0.683732807636261,0.683732807636261,0.6867680549621582
36,0.7142454981803894,0.6832550168037415,0.6860551834106445,0.6796714663505554,0.6837971210479736,0.6869964599609375
37,0.7143206596374512,0.6853989958763123,0.6778016686439514,0.6776568293571472,0.6797296404838562,0.687519371509552
38,0.7151924967765808,0.6861490607261658,0.6778560280799866,0.677710771560669,0.677710771560669,0.6875826716423035
39,0.7151587009429932,0.6859839558601379,0.6776807904243469,0.6777517199516296,0.6777517199516296,0.6756616234779358
40,0.7149724364280701,0.6882309913635254,0.678002119064331,0.6779295802116394,0.6779295802116394,0.6755313873291016
41,0.7150219082832336,0.6780365109443665,0.6778182983398438,0.6782768368721008,0.6782768368721008,0.6755523681640625
42,0.7144580483436584,0.6777997016906738,0.677862823009491,0.6782837510108948,0.6782837510108948,0.6756227016448975
43,0.6777298450469971,0.6780449748039246,0.6780428290367126,0.6782546043395996,0.6782546043395996,0.6758708953857422
44,0.6780493855476379,0.6780493855476379,0.6780493855476379,0.6780493855476379,0.6780493855476379,0.6780493855476379
