target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,19,0.19999493658542633,0.19993823766708374,0.19987478852272034,0.2002536505460739,0.19993838667869568
gross_actual_interchange_mw,19,0.2000436633825302,0.20001709461212158,0.1999807059764862,0.19999565184116364,0.19996288418769836
total_gen,27,0.19993703067302704,0.1999794840812683,0.20001307129859924,0.20009969174861908,0.19997075200080872
metered_load_mw,30,0.1998709887266159,0.1999041736125946,0.20001624524593353,0.20030368864536285,0.1999049335718155
total_losses,22,0.19916248321533203,0.19939233362674713,0.1994907706975937,0.2025103121995926,0.19944411516189575
congestion_price_da,20,0.19969570636749268,0.19980014860630035,0.19983476400375366,0.20018450915813446,0.20048490166664124
congestion_price_rt,19,0.19932463765144348,0.1995166838169098,0.19986924529075623,0.20154257118701935,0.19974687695503235
marginal_loss_price_da,23,0.20115429162979126,0.20043346285820007,0.20067337155342102,0.19703054428100586,0.2007082849740982
total_lmp_da,29,0.2003198117017746,0.19983704388141632,0.20011532306671143,0.19971932470798492,0.20000845193862915
da_as_total_mw_primary_reserve,18,0.20017528533935547,0.20000579953193665,0.19990749657154083,0.19987131655216217,0.20004010200500488
da_as_total_mw_synchronized_reserve,15,0.19977621734142303,0.19967469573020935,0.1998419314622879,0.20081458985805511,0.1998925656080246
da_as_total_mw_thirty_minutes_reserve,24,0.2000104933977127,0.2002590149641037,0.20007801055908203,0.1995415836572647,0.20011089742183685
