target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,52,total_lmp_da,confidential,0.07157506793737411,0.30530428886413574
49,congestion_price_da,47,metered_load_mw,confidential,0.06753057986497879,0.2839910686016083
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.06715060770511627,0.2786098122596741
49,congestion_price_da,46,total_gen,confidential,0.06411615014076233,0.32897526025772095
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.04203098267316818,0.24283790588378906
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.02831396833062172,0.28593364357948303
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.019443295896053314,0.18568161129951477
49,congestion_price_da,38,system_energy_price_da,general,0.006123980972915888,0.2989529073238373
50,congestion_price_rt,21,rmccp,general,0.11853992938995361,0.4104306995868683
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.11176329851150513,0.3950636386871338
50,congestion_price_rt,52,total_lmp_da,confidential,0.10608994960784912,0.27418553829193115
50,congestion_price_rt,47,metered_load_mw,confidential,0.10017350316047668,0.2511840760707855
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.059803977608680725,0.21578840911388397
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.05381780490279198,0.23349888622760773
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.04705999046564102,0.1876193881034851
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.036497026681900024,0.2806350290775299
50,congestion_price_rt,39,total_lmp_rt,general,0.02771560102701187,0.5909563302993774
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.018285410478711128,0.5219758152961731
50,congestion_price_rt,38,system_energy_price_da,general,0.009862605482339859,0.14532825350761414
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.09203112125396729,0.2836059331893921
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.09125223755836487,0.16688816249370575
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.08117116242647171,0.4170907735824585
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.06232626736164093,0.12746964395046234
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.06044076383113861,0.7333260178565979
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.06034988537430763,0.7406310439109802
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.05306787043809891,0.6791287660598755
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.0522286593914032,0.35612475872039795
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.05044083297252655,0.2619937062263489
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.045721352100372314,0.3313126266002655
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.013451578095555305,0.6808935403823853
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.10670233517885208,0.2118329405784607
54,da_as_total_mw_synchronized_reserve,53,da_as_total_mw_primary_reserve,confidential,0.08342084288597107,0.35642674565315247
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.07573555409908295,0.7300866842269897
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.07572990655899048,0.7246624231338501
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.06683117896318436,0.7006306052207947
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.06341567635536194,0.21945486962795258
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.06070348992943764,0.2806767225265503
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.016466785222291946,0.7925860285758972
55,da_as_total_mw_thirty_minutes_reserve,44,net_actual_interchange_mw,confidential,0.07534211128950119,0.30426904559135437
55,da_as_total_mw_thirty_minutes_reserve,28,total_pjm_rmpcp_cr,general,0.07336171716451645,0.22808006405830383
55,da_as_total_mw_thirty_minutes_reserve,52,total_lmp_da,confidential,0.07239421457052231,0.29382431507110596
55,da_as_total_mw_thirty_minutes_reserve,22,rmpcp,general,0.06645932793617249,0.18567582964897156
55,da_as_total_mw_thirty_minutes_reserve,53,da_as_total_mw_primary_reserve,confidential,0.05681503936648369,0.44938984513282776
55,da_as_total_mw_thirty_minutes_reserve,31,da_as_as_req_mw_primary_reserve,general,0.0493885800242424,0.28205040097236633
55,da_as_total_mw_thirty_minutes_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.04927863925695419,0.28480345010757446
55,da_as_total_mw_thirty_minutes_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.042905211448669434,0.28383445739746094
55,da_as_total_mw_thirty_minutes_reserve,29,da_as_mcp_primary_reserve,general,0.04140426218509674,0.3898167312145233
55,da_as_total_mw_thirty_minutes_reserve,15,gen_fuel_oil_pct,general,0.03650267422199249,0.32652851939201355
55,da_as_total_mw_thirty_minutes_reserve,4,gen_fuel_nuclear_mw,general,0.034625738859176636,0.5152987241744995
55,da_as_total_mw_thirty_minutes_reserve,13,gen_fuel_multiple_fuels_pct,general,0.034151963889598846,0.3158915042877197
55,da_as_total_mw_thirty_minutes_reserve,5,gen_fuel_oil_mw,general,0.028291482478380203,0.25974318385124207
55,da_as_total_mw_thirty_minutes_reserve,3,gen_fuel_multiple_fuels_mw,general,0.02299444004893303,0.2823827564716339
55,da_as_total_mw_thirty_minutes_reserve,30,da_as_mcp_synchronized_reserve,general,0.022522177547216415,0.47194305062294006
55,da_as_total_mw_thirty_minutes_reserve,39,total_lmp_rt,general,0.019316669553518295,0.29829126596450806
55,da_as_total_mw_thirty_minutes_reserve,37,da_as_nsr_mw_primary_reserve,general,0.012565184384584427,0.2632554769515991
55,da_as_total_mw_thirty_minutes_reserve,38,system_energy_price_da,general,0.006259433925151825,0.3697066307067871
45,gross_actual_interchange_mw,34,da_as_ss_mw_primary_reserve,general,0.06550171971321106,0.15610945224761963
45,gross_actual_interchange_mw,17,gen_fuel_solar_pct,general,0.064199298620224,0.29394739866256714
45,gross_actual_interchange_mw,43,gross_inadv_interchange_mw,general,0.06024738401174545,0.6030938625335693
45,gross_actual_interchange_mw,7,gen_fuel_solar_mw,general,0.05934739112854004,0.27445265650749207
45,gross_actual_interchange_mw,42,gross_sched_interchange_mw,general,0.058419376611709595,0.35582441091537476
45,gross_actual_interchange_mw,26,total_pjm_assigned_reg,general,0.058139778673648834,0.2269861251115799
45,gross_actual_interchange_mw,48,total_losses,confidential,0.051636360585689545,0.2886732816696167
45,gross_actual_interchange_mw,24,total_pjm_reg_purchases,general,0.04635751247406006,0.25741374492645264
