experiment,run_dir,architecture,best_test_loss_targets,final_test_mse_targets,final_test_mse_all,final_test_mse_excluded,excluded_targets,r2_congestion_price_da,r2_congestion_price_rt,r2_total_losses,r2_marginal_loss_price_da,r2_da_as_total_mw_thirty_minutes_reserve
hybrid_gated_all_loss,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation8/outputs/run_20260522_224019_hybrid_gated_all_loss,hybrid_gated,0.48193371295928955,0.48193371295928955,0.48193371295928955,,,0.1714302897453308,0.4756287932395935,0.42130541801452637,0.43366706371307373,0.29134368896484375
hybrid_gated_loss_mask,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation8/outputs/run_20260522_223527_hybrid_gated_loss_mask,hybrid_gated,0.37275823950767517,0.37275823950767517,0.6106288433074951,1.799981713294983,"net_actual_interchange_mw,gross_actual_interchange_mw",0.1899760365486145,0.47663915157318115,0.4083489775657654,0.43993276357650757,0.36555802822113037
hybrid_no_gate_loss_mask,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation8/outputs/run_20260522_224613_hybrid_no_gate_loss_mask,hybrid_no_gate,0.4028707444667816,0.4028707444667816,0.6851362586021423,2.096463441848755,"net_actual_interchange_mw,gross_actual_interchange_mw",0.15161997079849243,0.4223489761352539,0.49554604291915894,0.4518609642982483,0.21946364641189575
hybrid_prior_only_loss_mask,/Users/haocun/Desktop/AllProjects/GNN_Aggresvation/DNN_Aggresvation8/outputs/run_20260522_225104_hybrid_prior_only_loss_mask,hybrid_prior_only,0.4037765860557556,0.4037765860557556,0.7048919200897217,2.2104690074920654,"net_actual_interchange_mw,gross_actual_interchange_mw",0.1738261580467224,0.41839849948883057,0.38915127515792847,0.3588574528694153,0.31731271743774414
