confidential_field,test_r2,test_mse,used_in_loss
total_gen,0.9891951680183411,0.011373022571206093,True
metered_load_mw,0.9889683127403259,0.011501729488372803,True
total_lmp_da,0.9848079085350037,0.017350690439343452,True
da_as_total_mw_primary_reserve,0.9482132792472839,0.054470401257276535,True
da_as_total_mw_synchronized_reserve,0.9143730998039246,0.08830297738313675,True
net_actual_interchange_mw,0.8613861203193665,0.1406535804271698,True
total_losses,0.8503970503807068,0.14921671152114868,True
da_as_total_mw_thirty_minutes_reserve,0.8474195003509521,0.1585768163204193,True
marginal_loss_price_da,0.7802661657333374,0.21580936014652252,True
gross_actual_interchange_mw,0.7704492807388306,0.23886920511722565,True
congestion_price_rt,0.665065348148346,0.37427011132240295,True
congestion_price_da,0.5839546918869019,0.4513015151023865,True
