数据,目标,候选,实现,V误差_3,V误差_4,V偏差_3,边际误差,M2误差,M2偏差,Γ2误差,M2排序,认证前1,认证前3,背景召回前1,背景召回前3,背景召回前5,召回_τ0.5_δ0.0,精确_τ0.5_δ0.0,召回_τ0.5_δ0.05,精确_τ0.5_δ0.05,召回_τ0.7_δ0.0,精确_τ0.7_δ0.0,召回_τ0.7_δ0.05,精确_τ0.7_δ0.05
RTS-GMLC,机组出力_221_CC_1,C2,recon+random@1_cy,0.006949564907699823,0.02852565050125122,-0.005404605995863676,0.005848864559084177,0.0073237367905676365,-0.002871708944439888,0.005650737322866917,0.9950592885375494,0.9966816306114197,0.9980772733688354,0.782608695652174,0.9130434782608695,1.0,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0
RTS-GMLC,线路潮流_C35,C2,recon+random@1_cy,0.007363487500697374,0.007281218655407429,-0.005500634200870991,0.007457186002284288,0.009472883306443691,-0.006672195624560118,0.00947759859263897,0.9841897233201581,0.9957312345504761,0.9993124008178711,0.6086956521739131,0.8695652173913043,0.9565217391304348,0.8695652173913043,1.0,0.8695652173913043,1.0,1.0,1.0,0.9523809523809523,1.0
RTS-GMLC,机组出力_223_STEAM_3,C2,recon+random@2_cy,0.005339417140930891,0.012923001311719418,-0.003372825914993882,0.005664029624313116,0.011580701917409897,-0.009182624518871307,0.010321724228560925,0.9901185770750988,0.9901595115661621,0.9918123483657837,0.7391304347826086,0.7391304347826086,0.8695652173913043,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0
RTS-GMLC,机组出力_221_CC_1,C2,recon+random@2_cy,0.008027360774576664,0.029179707169532776,-0.006375997327268124,0.006108726374804974,0.008736101910471916,-0.0051199644804000854,0.006637152284383774,0.9950592885375494,0.995844841003418,0.998338520526886,0.6956521739130435,0.9565217391304348,0.9565217391304348,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0
RTS-GMLC,线路潮流_C35,C2,recon+random@2_cy,0.007315555587410927,0.0071826656349003315,-0.005349845625460148,0.007473285775631666,0.00823761522769928,-0.0055549852550029755,0.007273132912814617,0.9901185770750988,0.9943312406539917,0.9988394379615784,0.5652173913043478,0.782608695652174,0.9565217391304348,0.8695652173913043,1.0,0.9130434782608695,1.0,1.0,1.0,0.9523809523809523,1.0
RTS-GMLC,机组出力_223_STEAM_3,C3,RRE_cy,0.004509630147367716,0.011832986027002335,-0.0022141041699796915,0.004905453883111477,0.010293619707226753,-0.00780430156737566,0.009736426174640656,0.9920948616600791,0.9903504252433777,0.9926756024360657,0.7391304347826086,0.782608695652174,0.9130434782608695,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0
RTS-GMLC,机组出力_221_CC_1,C3,RRE_cy,0.006225210148841143,0.026381870731711388,-0.0038746348582208157,0.005332340952008963,0.006873385515064001,-0.0028918548487126827,0.005053866654634476,0.9970355731225298,0.9976590871810913,0.998338520526886,0.8695652173913043,0.9565217391304348,1.0,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0,1.0
RTS-GMLC,线路潮流_C35,C3,RRE_cy,0.006066168192774057,0.005519064608961344,-0.003107337048277259,0.006837631110101938,0.00839618407189846,-0.0047034271992743015,0.008839961141347885,0.9901185770750988,0.9957312345504761,0.9990195631980896,0.6086956521739131,0.8695652173913043,1.0,0.8695652173913043,1.0,0.8695652173913043,1.0,1.0,1.0,0.9523809523809523,1.0
NEM,机组出力_BW01,E_old,uniformE,0.007900865748524666,0.01788388006389141,-0.005573737435042858,0.008733547292649746,0.017725590616464615,-0.017236510291695595,0.01921944133937359,0.9773081201334817,0.9341974258422852,0.9579046964645386,0.36666666666666664,0.5333333333333333,0.6333333333333333,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,E_old,uniformE,0.01624581217765808,0.02198215201497078,-0.004995508585125208,0.013849550858139992,0.027080588042736053,-0.026769399642944336,0.02980159781873226,0.9136818687430479,0.8320433497428894,0.9052654504776001,0.16666666666666666,0.36666666666666664,0.43333333333333335,0.22727272727272727,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,E_old,uniformE,0.011253071948885918,0.024531209841370583,-0.009852849878370762,0.009770850650966167,0.007569251116365194,-0.00496889092028141,0.007340786978602409,0.9942157953281423,0.9945789575576782,0.9960123896598816,0.7666666666666667,0.9,0.9666666666666667,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
NEM,机组出力_BW01,C1,reconE_cy,0.0056989737786352634,0.010421599261462688,-0.001037673675455153,0.00661517633125186,0.01708809845149517,-0.015716560184955597,0.01852595806121826,0.9764182424916574,0.9380728602409363,0.9578655958175659,0.3333333333333333,0.5666666666666667,0.6333333333333333,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,C1,reconE_cy,0.016163434833288193,0.019475826993584633,-0.0004735731636174023,0.012940682470798492,0.025699501857161522,-0.023702671751379967,0.02782563492655754,0.8972191323692991,0.841565728187561,0.9205765128135681,0.23333333333333334,0.36666666666666664,0.4666666666666667,0.2727272727272727,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,C1,reconE_cy,0.007571858819574118,0.014588961377739906,-0.004473034758120775,0.006980554200708866,0.00550008425489068,-0.0012259513605386019,0.0046720304526388645,0.9942157953281423,0.9962049126625061,0.9970864653587341,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0
NEM,机组出力_BW01,C2,recon+random_cy,0.005957266315817833,0.01052167546004057,-0.0013922631042078137,0.0068748099729418755,0.016491645947098732,-0.015772176906466484,0.017424527555704117,0.9759733036707454,0.9372683763504028,0.9578129053115845,0.3333333333333333,0.6,0.6333333333333333,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,C2,recon+random_cy,0.016199905425310135,0.019195901229977608,-0.0006580064073204994,0.013413114473223686,0.024664895609021187,-0.021070199087262154,0.02685229294002056,0.8989988876529477,0.8384855389595032,0.9159056544303894,0.23333333333333334,0.4,0.43333333333333335,0.9545454545454546,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,C2,recon+random_cy,0.007840869948267937,0.014444205909967422,-0.004640042316168547,0.007181372959166765,0.00520305847749114,-0.00015646418614778668,0.004981034900993109,0.9951056729699665,0.9945231080055237,0.996351957321167,0.7666666666666667,0.9,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0
NEM,机组出力_BW01,C2,recon+random@1_cy,0.006174121052026749,0.010718685574829578,-0.0017591495998203754,0.007016519084572792,0.016105476766824722,-0.013320764526724815,0.017024941742420197,0.971078976640712,0.9454464316368103,0.9590603709220886,0.36666666666666664,0.6333333333333333,0.6333333333333333,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,C2,recon+random@1_cy,0.016124887391924858,0.01937306486070156,-0.000694173329975456,0.013287740759551525,0.023122942075133324,-0.020319605246186256,0.024813760071992874,0.9087875417130145,0.8433999419212341,0.9153836965560913,0.23333333333333334,0.36666666666666664,0.43333333333333335,0.2727272727272727,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,C2,recon+random@1_cy,0.007990695536136627,0.014887701719999313,-0.004968872759491205,0.0073208133690059185,0.006385984364897013,-0.0013135765912011266,0.005726541858166456,0.992880978865406,0.9945468902587891,0.9970864653587341,0.7666666666666667,0.9333333333333333,0.9666666666666667,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0
NEM,机组出力_BW01,C2,recon+random@2_cy,0.006034540943801403,0.010703543201088905,-0.0015811494085937738,0.006917883642017841,0.016472939401865005,-0.014951879158616066,0.017694152891635895,0.9750834260289211,0.9370450973510742,0.9545325636863708,0.36666666666666664,0.5333333333333333,0.5666666666666667,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,C2,recon+random@2_cy,0.01605224609375,0.019327186048030853,-0.0008988626068457961,0.01330221351236105,0.026069963350892067,-0.024735379964113235,0.02828565426170826,0.9194660734149054,0.8408305644989014,0.9177461862564087,0.2,0.3333333333333333,0.4,0.2727272727272727,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,C2,recon+random@2_cy,0.007841864600777626,0.014733066782355309,-0.004785529337823391,0.007204469759017229,0.005680976901203394,-0.0014838004717603326,0.005061885342001915,0.9955506117908787,0.9937062859535217,0.9981516599655151,0.7666666666666667,0.9333333333333333,0.9666666666666667,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0
NEM,机组出力_BW01,C3,RRE_cy,0.005959406029433012,0.007512175012379885,0.0013689763145521283,0.006201663054525852,0.014620186761021614,-0.01170866284519434,0.01557987742125988,0.9737486095661846,0.9402130246162415,0.9591165781021118,0.3333333333333333,0.6333333333333333,0.6333333333333333,1.0,1.0,0.6,1.0,,,,
NEM,机组出力_TUMUT3,C3,RRE_cy,0.016857516020536423,0.019814372062683105,0.001732728211209178,0.013070108368992805,0.023328952491283417,-0.02010730840265751,0.025632353499531746,0.903448275862069,0.8288894891738892,0.9239873886108398,0.23333333333333334,0.4,0.4666666666666667,0.2727272727272727,1.0,0.13636363636363635,1.0,,,,
NEM,机组出力_PPCCGT,C3,RRE_cy,0.007425964344292879,0.010892439633607864,-0.0023160839919000864,0.006586846429854631,0.005205975845456123,0.0010786066995933652,0.0046159629710018635,0.9955506117908787,0.9946029186248779,0.9967963099479675,0.7666666666666667,0.9,0.9666666666666667,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0
PJM-load,metered_load_mw,E_old,uniformE,0.0597599633038044,0.07412443310022354,-0.058109477162361145,0.03194266930222511,0.03209751844406128,-0.027758169919252396,0.01992538571357727,0.9265951439864484,0.8766244649887085,0.9529425501823425,0.5,0.5454545454545454,0.6363636363636364,1.0,1.0,0.8181818181818182,1.0,0.5714285714285714,1.0,0.9285714285714286,1.0
PJM-load,metered_load_mw,C1,reconE_cy,0.04521212354302406,0.056089580059051514,-0.04212288558483124,0.02539873868227005,0.02291729860007763,-0.02214132808148861,0.016585571691393852,0.9582156973461323,0.9779809713363647,0.9924325346946716,0.5909090909090909,0.8181818181818182,0.8181818181818182,1.0,1.0,0.6818181818181818,1.0,0.7857142857142857,1.0,0.8571428571428571,1.0
PJM-load,metered_load_mw,C2,recon+random_cy,0.04443153366446495,0.058951374143362045,-0.041818682104349136,0.025414900854229927,0.01879020966589451,-0.017056774348020554,0.013414567336440086,0.9570863918690007,0.9729015827178955,0.9929603338241577,0.5909090909090909,0.8181818181818182,0.8181818181818182,1.0,1.0,0.7727272727272727,1.0,0.7857142857142857,1.0,0.8571428571428571,1.0
PJM-load,metered_load_mw,C2,recon+random@1_cy,0.04551709443330765,0.058188874274492264,-0.0429157130420208,0.025869226083159447,0.02232036180794239,-0.02151608094573021,0.015575271099805832,0.9570863918690007,0.9610106348991394,0.9784836769104004,0.4090909090909091,0.6363636363636364,0.7727272727272727,1.0,1.0,0.7727272727272727,1.0,0.7142857142857143,1.0,0.8571428571428571,1.0
PJM-load,metered_load_mw,C2,recon+random@2_cy,0.0464574433863163,0.05880618467926979,-0.043723270297050476,0.02573210373520851,0.02542332001030445,-0.024927502498030663,0.014906122349202633,0.9514398644833428,0.9721407890319824,0.9911019206047058,0.45454545454545453,0.7272727272727273,0.8181818181818182,1.0,1.0,0.7727272727272727,1.0,0.7857142857142857,1.0,0.8571428571428571,1.0
PJM-load,metered_load_mw,C3,RRE_cy,0.04134230688214302,0.05192307382822037,-0.03764012083411217,0.02382843568921089,0.020026354119181633,-0.018045473843812943,0.013695926405489445,0.953698475437606,0.9709677696228027,0.9896622896194458,0.5454545454545454,0.8181818181818182,0.8181818181818182,1.0,1.0,0.7727272727272727,1.0,0.7857142857142857,1.0,0.8571428571428571,1.0
PJM-gen/ic,total_gen,E_old,uniformE,0.0532793253660202,0.06449831277132034,-0.051800284534692764,0.03101610578596592,0.04276576638221741,-0.03379345312714577,0.024635352194309235,0.8721739130434782,0.8641079068183899,0.9287583827972412,0.25,0.4166666666666667,0.5,1.0,1.0,0.9583333333333334,1.0,0.4,1.0,0.6,1.0
PJM-gen/ic,net_actual_interchange_mw,E_old,uniformE,0.05410471931099892,0.08505203574895859,-0.053209125995635986,0.028407210484147072,0.023561954498291016,-0.021124133840203285,0.017484240233898163,0.9452173913043478,0.9061596393585205,0.9792510271072388,0.5416666666666666,0.6666666666666666,0.75,0.9166666666666666,1.0,0.5416666666666666,1.0,0.0,,0.0,
PJM-gen/ic,total_gen,C1,reconE_cy,0.03865307942032814,0.04771456867456436,-0.03575756028294563,0.02389529161155224,0.03557617962360382,-0.03425470367074013,0.026116041466593742,0.9130434782608695,0.9298774600028992,0.9459214806556702,0.375,0.4166666666666667,0.5416666666666666,1.0,1.0,0.9583333333333334,1.0,0.5,1.0,0.6,1.0
PJM-gen/ic,net_actual_interchange_mw,C1,reconE_cy,0.04088824242353439,0.06576523929834366,-0.03882826492190361,0.023155653849244118,0.01814216747879982,-0.017000125721096992,0.014794413931667805,0.9356521739130433,0.9592611789703369,0.9829851388931274,0.5416666666666666,0.7083333333333334,0.75,0.9583333333333334,1.0,0.625,1.0,0.0,,0.0,
PJM-gen/ic,total_gen,C2,recon+random_cy,0.03843202441930771,0.049509912729263306,-0.03608819097280502,0.024225223809480667,0.034244101494550705,-0.03377348184585571,0.02735339291393757,0.9339130434782608,0.9335916042327881,0.9479680061340332,0.375,0.5416666666666666,0.5833333333333334,1.0,1.0,0.9166666666666666,1.0,0.5,1.0,0.6,1.0
PJM-gen/ic,net_actual_interchange_mw,C2,recon+random_cy,0.03972829133272171,0.06807301193475723,-0.03800392150878906,0.023133695125579834,0.015742892399430275,-0.014078480191528797,0.011946042068302631,0.9304347826086956,0.9695408940315247,0.9796154499053955,0.5416666666666666,0.7083333333333334,0.7916666666666666,0.9583333333333334,1.0,0.7083333333333334,1.0,0.0,,0.0,
PJM-gen/ic,total_gen,C2,recon+random@1_cy,0.039550211280584335,0.05145901441574097,-0.037244755774736404,0.024789711460471153,0.03297054022550583,-0.029723703861236572,0.024399513378739357,0.9165217391304347,0.9380545616149902,0.9476675391197205,0.375,0.5416666666666666,0.625,1.0,1.0,0.9583333333333334,1.0,0.5,1.0,0.6,1.0
PJM-gen/ic,net_actual_interchange_mw,C2,recon+random@1_cy,0.04011321812868118,0.07129552960395813,-0.03856484964489937,0.02411748841404915,0.014535169117152691,-0.013743246905505657,0.012791648507118225,0.96,0.9569869637489319,0.976081132888794,0.4166666666666667,0.625,0.6666666666666666,0.9583333333333334,1.0,0.6666666666666666,1.0,0.0,,0.0,
PJM-gen/ic,total_gen,C2,recon+random@2_cy,0.03866878151893616,0.04990658536553383,-0.03640080243349075,0.024180011823773384,0.03322703763842583,-0.031876951456069946,0.02686389349400997,0.9104347826086956,0.9291141033172607,0.9443654417991638,0.2916666666666667,0.5,0.5416666666666666,0.9583333333333334,1.0,0.875,1.0,0.5,1.0,0.6,1.0
PJM-gen/ic,net_actual_interchange_mw,C2,recon+random@2_cy,0.040490567684173584,0.06984716653823853,-0.038828786462545395,0.023708907887339592,0.017378970980644226,-0.01514673512428999,0.014222654514014721,0.9295652173913044,0.953582763671875,0.9725465178489685,0.4583333333333333,0.5833333333333334,0.75,0.9583333333333334,1.0,0.625,1.0,0.0,,0.0,
PJM-gen/ic,total_gen,C3,RRE_cy,0.035479605197906494,0.04460582137107849,-0.032264064997434616,0.02281840331852436,0.0315513052046299,-0.03033655323088169,0.02619471587240696,0.9304347826086956,0.9395868182182312,0.950643002986908,0.4166666666666667,0.5833333333333334,0.5833333333333334,1.0,1.0,0.9166666666666666,1.0,0.5,1.0,0.65,1.0
PJM-gen/ic,net_actual_interchange_mw,C3,RRE_cy,0.0354030504822731,0.060506027191877365,-0.032690394669771194,0.021890362724661827,0.013597510755062103,-0.012003283016383648,0.013728276826441288,0.9521739130434782,0.9618397951126099,0.9776134490966797,0.5,0.625,0.6666666666666666,0.9583333333333334,1.0,0.7083333333333334,1.0,0.0,,0.0,
CAISO-load,actual_load__mw__ca_iso_tac,E_old,uniformE,0.028796441853046417,0.0340595543384552,-0.02803811803460121,0.02086747996509075,0.018972450867295265,-0.016547733917832375,0.014607039280235767,0.9815126050420169,0.9768468141555786,0.9919998049736023,0.4,0.7142857142857143,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9428571428571428,1.0
CAISO-load,actual_load__mw__ca_iso_tac,C1,reconE_cy,0.021868159994482994,0.023053470999002457,-0.019318843260407448,0.01720700040459633,0.017406385391950607,-0.013737846165895462,0.015399321913719177,0.9817927170868348,0.9848968386650085,0.993332028388977,0.5142857142857142,0.7142857142857143,0.8,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9428571428571428,1.0
CAISO-load,actual_load__mw__ca_iso_tac,C2,recon+random_cy,0.021650392562150955,0.023273935541510582,-0.019652845337986946,0.016903335228562355,0.017331229522824287,-0.014181351289153099,0.015753675252199173,0.9823529411764705,0.9843874573707581,0.9940100312232971,0.45714285714285713,0.7714285714285715,0.8,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9428571428571428,1.0
CAISO-load,actual_load__mw__ca_iso_tac,C2,recon+random@1_cy,0.021498939022421837,0.02320283092558384,-0.019365204498171806,0.016998033970594406,0.017056619748473167,-0.013460127636790276,0.016439203172922134,0.9843137254901961,0.988096296787262,0.9961766600608826,0.5714285714285714,0.7714285714285715,0.8285714285714286,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9428571428571428,1.0
CAISO-load,actual_load__mw__ca_iso_tac,C2,recon+random@2_cy,0.021207543089985847,0.022534098476171494,-0.019033262506127357,0.016629764810204506,0.016127297654747963,-0.013149493373930454,0.015219215303659439,0.9862745098039217,0.9842846393585205,0.994081974029541,0.4857142857142857,0.7714285714285715,0.8285714285714286,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,1.0
CAISO-load,actual_load__mw__ca_iso_tac,C3,RRE_cy,0.019617773592472076,0.018936876207590103,-0.015946676954627037,0.015595771372318268,0.015262787230312824,-0.011441592127084732,0.01406419463455677,0.9907563025210085,0.9880785942077637,0.9946433305740356,0.5142857142857142,0.8,0.8285714285714286,1.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,1.0
