数据,目标,变体,集合误差,偏差,字段最大高估,边际99分位,M2偏差,M2误差,边际误差,共模相关,共模占比,严重低估,严重高估
PJM-gen/ic,total_gen,recon+random@2_cy,0.03866878151893616,-0.03640080243349075,0.08629101514816284,0.11335962265729904,-0.03187694990386566,0.03322703608622154,0.024210920557379723,0.6899520922726938,0.6845976114273071,170,0
PJM-gen/ic,net_actual_interchange_mw,recon+random@2_cy,0.040490567684173584,-0.038828786462545395,0.039589982479810715,0.03271327167749405,-0.015146735434730848,0.017378969117999077,0.023767512291669846,0.678103076477536,0.6534684300422668,8,0
PJM-gen/ic,total_gen,RRE_cy,0.035479605197906494,-0.032264064997434616,0.08910921961069107,0.10039522498846054,-0.03033655385176341,0.03155130768815676,0.02285001613199711,0.6840840363186683,0.6783798933029175,130,0
PJM-gen/ic,net_actual_interchange_mw,RRE_cy,0.0354030504822731,-0.032690394669771194,0.040177036076784134,0.03159841150045395,-0.012003283326824507,0.013597511375943819,0.02195080555975437,0.6622455457262254,0.6295715570449829,3,0
CAISO-load,actual_load__mw__ca_iso_tac,uniformE,0.028796441853046417,-0.02803811803460121,0.10207957774400711,0.0757533460855484,-0.01654773439679827,0.01897245134626116,0.02088155411183834,0.650541948509334,0.6502718925476074,107,0
CAISO-load,actual_load__mw__ca_iso_tac,reconE_cy,0.021868159994482994,-0.019318843260407448,0.09080090373754501,0.07050884515047073,-0.013737846485206059,0.01740638805287225,0.017219718545675278,0.6591229488997262,0.6578911542892456,95,0
CAISO-load,actual_load__mw__ca_iso_tac,recon+random_cy,0.021650392562150955,-0.019652845337986946,0.07338317483663559,0.06723352521657944,-0.014181351235934666,0.017331229363168988,0.01691603474318981,0.6518263818482544,0.6504009962081909,98,0
CAISO-load,actual_load__mw__ca_iso_tac,recon+random@1_cy,0.021498939022421837,-0.019365204498171806,0.0744955912232399,0.06605017930269241,-0.0134601286479405,0.01705662182399205,0.017010945826768875,0.6490825972666938,0.6477226614952087,94,0
CAISO-load,actual_load__mw__ca_iso_tac,recon+random@2_cy,0.021207543089985847,-0.019033262506127357,0.07925284653902054,0.06693749129772186,-0.01314949265548161,0.016127294727734158,0.01664263941347599,0.649972354841911,0.6488642692565918,79,0
CAISO-load,actual_load__mw__ca_iso_tac,RRE_cy,0.019617773592472076,-0.015946676954627037,0.0713190883398056,0.06430868059396744,-0.01144159095627921,0.015262785979679653,0.015606453642249107,0.6535665499456291,0.652643084526062,67,0
