候选,V误差_3,V误差_4,V偏差_3,边际误差,M2误差,M2偏差,Γ2误差,M2排序,认证前1,认证前3,背景召回前1,背景召回前3,背景召回前5,召回_τ0.5_δ0.0,精确_τ0.5_δ0.0,召回_τ0.5_δ0.05,精确_τ0.5_δ0.05,召回_τ0.7_δ0.0,精确_τ0.7_δ0.0,召回_τ0.7_δ0.05,精确_τ0.7_δ0.05
E_old,0.026388969179242848,0.03785885637626052,-0.024180693505331873,0.017041441379114987,0.021094637783244254,-0.01817123228684068,0.01688445433974266,0.9566238434418908,0.9342591285705566,0.9695499062538147,0.47307971014492756,0.670829098437794,0.7415349143610014,0.8796113306982871,1.0,0.7693675889328063,1.0,0.7464285714285714,1.0,0.8029761904761905,1.0
C1,0.0196315900888294,0.028483872953802346,-0.015739576931810006,0.013531183172017337,0.017081270180642604,-0.014939789124764503,0.01500983820296824,0.9625924825728784,0.960791003704071,0.9780791103839874,0.5368238283455675,0.7132829851308112,0.7812747035573122,0.910062582345191,1.0,0.7468595896856767,1.0,0.7857142857142857,1.0,0.794047619047619,1.0
C2,0.019558007968589662,0.029526240549360715,-0.015838162094587462,0.013681792685141166,0.016300783461580672,-0.013707116421331496,0.014420659079526861,0.964945225593172,0.9603014846642811,0.9765941262245178,0.513900652487609,0.7122855888073278,0.7742005458309805,0.9314009661835749,1.0,0.7596219963611267,1.0,0.7827380952380952,1.0,0.7928571428571428,1.0
C3,0.017888663103803992,0.025792470667511225,-0.012695171299856155,0.012706701690331102,0.014915626170113683,-0.011796385038178415,0.013714156160131098,0.9679059982687628,0.9607919156551361,0.978249603509903,0.5527131564088086,0.7368544137022398,0.7876463391680784,0.910062582345191,1.0,0.7601171654432524,1.0,0.7857142857142857,1.0,0.7967261904761904,1.0
