confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9663983583450317,0.04646017402410507,True
metered_load_mw,0.9389060214161873,0.02641756273806095,True
da_as_total_mw_synchronized_reserve,0.9201301634311676,0.06726867705583572,True
total_lmp_da,0.891251765191555,0.04723042994737625,True
total_gen,0.8859510645270348,0.05216977000236511,True
total_losses,0.6458977460861206,0.3108699321746826,True
marginal_loss_price_da,0.4497433304786682,0.3013726770877838,True
congestion_price_rt,0.4403747320175171,0.9145992398262024,True
gross_actual_interchange_mw,0.33341288566589355,0.38919323682785034,True
da_as_total_mw_thirty_minutes_reserve,0.2477806806564331,0.539816677570343,True
congestion_price_da,0.2192348837852478,1.3233184814453125,True
net_actual_interchange_mw,-1.3415284156799316,1.8207464218139648,True
