confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9665254279971123,0.01448976993560791,True
da_as_total_mw_primary_reserve,0.9636824689805508,0.05028817057609558,True
total_gen,0.953591525554657,0.021234704181551933,True
da_as_total_mw_synchronized_reserve,0.9245113879442215,0.06344013661146164,True
total_lmp_da,0.7763567119836807,0.09723212569952011,True
total_losses,0.663122296333313,0.2959018647670746,True
marginal_loss_price_da,0.47597163915634155,0.2873650789260864,True
congestion_price_rt,0.47485607862472534,0.8592193126678467,True
da_as_total_mw_thirty_minutes_reserve,0.32846152782440186,0.4824994206428528,True
congestion_price_da,0.29918521642684937,1.1895947456359863,True
gross_actual_interchange_mw,-0.5551137924194336,0.9090884923934937,False
net_actual_interchange_mw,-1.9484992027282715,2.277147054672241,False
