target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,19,2.458575963973999,0.8349896130875203
gross_actual_interchange_mw,19,2.30828595161438,0.78394762735679
total_gen,27,2.793327808380127,0.8475321813383885
metered_load_mw,30,2.8820154666900635,0.8473531945628016
total_losses,22,2.7627058029174805,0.8937780197473157
congestion_price_da,20,2.758955717086792,0.9209620437188472
congestion_price_rt,19,2.5509092807769775,0.8663481562450754
marginal_loss_price_da,23,2.9383432865142822,0.9371228534202717
total_lmp_da,29,3.104442834854126,0.9219394409034136
da_as_total_mw_primary_reserve,18,2.064244508743286,0.7141795871427288
da_as_total_mw_synchronized_reserve,15,1.8189952373504639,0.671699230911639
da_as_total_mw_thirty_minutes_reserve,24,2.8161470890045166,0.8861231556597623
