Psize,marginal_gain
12,19.56089425086975
10,12.295953631401062
15,25.81449329853058
9,22.128509521484375
1,14.77949345111847
19,24.551095843315125
16,7.998101472854614
3,26.281062304973602
19,5.845252513885498
1,29.54939204454422
2,13.837443947792053
14,9.827958106994629
2,12.64437997341156
13,8.143138229846954
17,18.082140743732452
16,8.812989473342896
11,32.41557711362839
5,24.987154722213745
9,9.40955638885498
5,9.554079711437225
19,7.712057948112488
5,11.831291496753693
4,24.425064980983734
16,17.72354644536972
13,27.868509113788605
7,24.68760597705841
19,4.854491591453552
14,18.45590317249298
1,15.390604317188263
10,10.694551825523376
5,24.798641979694366
15,28.706062138080597
15,19.700862050056458
5,12.851933062076569
17,7.629105567932129
17,7.630801320075989
5,28.079475462436676
8,10.535288274288177
14,7.017444670200348
3,14.044174075126648
19,8.006950855255127
0,14.41344267129898
8,25.40070539712906
13,8.936498403549194
4,24.42440152168274
17,18.630523025989532
11,23.103834867477417
17,6.113776862621307
6,37.32147169113159
8,11.068886280059814
9,34.37304997444153
5,29.469596326351166
6,12.62144136428833
13,21.249771177768707
15,9.93707126379013
16,19.633842885494232
12,26.27705317735672
15,20.132445812225342
15,28.704846799373627
4,10.818068504333496
6,37.30877161026001
5,25.203585982322693
2,41.233976781368256
9,24.300910115242004
5,29.307056605815887
4,27.440629839897156
12,8.41822463274002
17,17.921175479888916
10,27.778825342655182
3,28.99961483478546
12,11.191427767276764
16,17.720395028591156
12,8.030252277851105
1,32.40421950817108
7,24.84418785572052
13,27.512162744998932
1,13.056764483451843
16,20.656855285167694
7,23.01736444234848
11,20.541089236736298
16,11.521959125995636
17,8.196052074432373
13,20.78940987586975
17,6.831194877624512
11,20.78393930196762
12,31.674964129924774
11,20.89420837163925
17,18.137080371379852
10,11.386006653308868
0,28.47241735458374
4,12.243515491485596
6,10.919442474842072
3,25.092546701431274
3,13.241246104240417
5,11.223309814929962
12,8.628865659236908
15,9.698641121387482
16,14.31711882352829
0,29.070984065532684
8,11.225216031074524
2,14.720912754535675
6,10.477608323097229
13,30.44960331916809
11,22.80595475435257
3,13.228124260902405
17,22.285624265670776
4,14.093097269535065
12,26.258625507354736
17,16.89697277545929
18,8.98665976524353
3,14.494653642177582
13,27.43456721305847
15,11.169684529304504
18,16.43000739812851
9,11.222629845142365
19,7.726655304431915
12,9.985902965068817
11,9.230200052261353
16,20.976345598697662
2,29.87268030643463
12,10.978297293186188
17,16.79578286409378
10,11.681946814060211
11,11.088188707828522
9,11.692241430282593
3,13.211821854114532
4,14.397981226444244
8,24.523609519004822
8,24.259038388729095
0,33.120359003543854
7,30.402931809425354
1,14.254662573337555
17,7.879202485084534
3,12.255059719085693
0,14.044174075126648
19,24.748063802719116
6,34.11433267593384
2,13.209437370300293
5,29.229097187519073
3,24.86772632598877
3,30.80937087535858
9,11.01575767993927
14,8.06323093175888
19,6.648739814758301
16,9.091955125331879
3,14.664245665073395
11,29.307609140872955
17,24.255602061748505
12,20.529518485069275
6,12.851233661174774
15,26.003467559814453
2,12.668293535709381
6,22.79975837469101
16,27.501271188259125
5,28.157201409339905
12,31.676023483276367
11,20.588700771331787
4,13.406408071517944
12,10.946084678173065
5,24.69253647327423
4,11.259036779403687
17,9.03324043750763
8,23.447246968746185
2,13.824404180049896
13,12.59385758638382
6,11.578969061374664
19,15.251337110996246
14,7.6546037793159485
1,14.35342013835907
4,39.27853286266327
3,12.53686273097992
15,9.00181496143341
13,20.008008122444153
16,8.819102942943573
17,7.7038127183914185
10,9.727431058883667
8,11.849652886390686
12,31.437189280986786
16,9.014238238334656
18,7.429694473743439
17,8.20199966430664
12,28.42467176914215
7,33.13640749454498
15,9.00536435842514
6,12.511936485767365
17,8.322050154209137
0,28.47241735458374
11,32.4161257147789
18,16.153416752815247
17,9.505758583545685
13,20.594878137111664
1,12.962720334529877
14,10.9802827835083
18,17.938265681266785
15,8.013981580734253
11,12.123806357383728
14,12.502081096172333
4,24.711834251880646
11,12.043971180915833
16,17.621975660324097
