target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
44,metered_load_mw,19,forecast_load_mw_latest_available,general,0.16807852685451508,0.9711399078369141
44,metered_load_mw,20,forecast_load_mw_day_ahead,general,0.16736677289009094,0.9271337985992432
44,metered_load_mw,1,gen_fuel_gas_mw,general,0.1585811823606491,0.7934801578521729
44,metered_load_mw,0,gen_fuel_coal_mw,general,0.15081697702407837,0.6834813356399536
44,metered_load_mw,14,gen_fuel_nuclear_pct,general,0.13937975466251373,0.5282081961631775
44,metered_load_mw,5,gen_fuel_oil_mw,general,0.13811498880386353,0.5158884525299072
44,metered_load_mw,38,system_energy_price_da,general,0.13718828558921814,0.5040711164474487
44,metered_load_mw,39,total_lmp_rt,general,0.1342598795890808,0.47119036316871643
44,metered_load_mw,16,gen_fuel_other_renewables_pct,general,0.1341700553894043,0.4755055904388428
44,metered_load_mw,4,gen_fuel_nuclear_mw,general,0.13387063145637512,0.4804660975933075
44,metered_load_mw,40,marginal_loss_price_rt,general,0.1328519582748413,0.45776498317718506
44,metered_load_mw,15,gen_fuel_oil_pct,general,0.12790796160697937,0.41340774297714233
44,metered_load_mw,10,gen_fuel_coal_pct,general,0.12183815240859985,0.3658970594406128
44,metered_load_mw,43,gross_inadv_interchange_mw,general,0.11839926242828369,0.3330944776535034
44,metered_load_mw,3,gen_fuel_multiple_fuels_mw,general,0.11787073314189911,0.33125272393226624
44,metered_load_mw,2,gen_fuel_hydro_mw,general,0.11784688383340836,0.33109158277511597
44,metered_load_mw,11,gen_fuel_gas_pct,general,0.11525606364011765,0.3389776349067688
44,metered_load_mw,18,gen_fuel_wind_pct,general,0.10835418105125427,0.26472631096839905
44,metered_load_mw,32,da_as_as_req_mw_synchronized_reserve,general,0.10809604823589325,0.2578139007091522
44,metered_load_mw,31,da_as_as_req_mw_primary_reserve,general,0.10761794447898865,0.2546868324279785
44,metered_load_mw,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.106447234749794,0.2467503845691681
44,metered_load_mw,6,gen_fuel_other_renewables_mw,general,0.10400442779064178,0.23359309136867523
