field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7478853464126587,0.4996953903989742,True
gross_actual_interchange_mw,0.2460934792895835,0.7219568490982056,0.4758633698086221,True
total_gen,0.9906449538219424,0.9839326739311218,-0.006712279890820572,True
metered_load_mw,0.9762308832723112,0.9871833324432373,0.010952449170926082,True
total_losses,0.6540839836602339,0.7873223423957825,0.13323835873554857,True
congestion_price_da,0.0475838272605031,0.36533308029174805,0.31774925303124496,True
congestion_price_rt,0.4561738508473963,0.5534513592720032,0.09727750842460686,True
marginal_loss_price_da,0.4407231017762543,0.7218413949012756,0.28111829312502135,True
total_lmp_da,0.9299314144617218,0.9760633707046509,0.046131956242929095,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.940142810344696,-0.035085008613065516,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9085081815719604,-0.033334929473686326,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7881033420562744,0.33119930405177034,True
