feature,gate,pearson,spearman,kendall,nmi,distance_corr
system_energy_price_da,0.6215256,0.36970228,0.20079844,0.09571791,0.39122564,0.46683097
da_as_mcp_synchronized_reserve,0.60981005,0.36270693,0.28038186,0.2076056,0.15992382,0.3421005
forecast_load_mw_day_ahead,0.60796034,0.32018203,0.19477136,0.16403611,0.23171347,0.40815416
gen_fuel_oil_mw,0.6077933,0.3192464,0.15524715,0.14612323,0.19502167,0.4891164
forecast_load_mw_latest_available,0.6077179,0.3361505,0.23245925,0.1412398,0.221336,0.38473776
marginal_loss_price_rt,0.60142386,0.2240589,0.14281337,0.10236262,0.35772553,0.4001848
gen_fuel_oil_pct,0.5983259,0.33605886,0.15856631,0.11659756,0.15693481,0.39468044
gen_fuel_nuclear_pct,0.597182,0.23535274,0.15559812,0.14432313,0.223888,0.39883837
gen_fuel_hydro_mw,0.5968815,0.24141194,0.21621759,0.20096302,0.13198006,0.36683264
gen_fuel_gas_mw,0.59545845,0.30895746,0.22886305,0.13620725,0.12451626,0.33124846
total_lmp_rt,0.5949245,0.23364954,0.21443127,0.14306645,0.15594041,0.37803584
gen_fuel_coal_mw,0.5949211,0.3093147,0.17111431,0.11060018,0.20299052,0.32731733
total_pjm_rmccp_cr,0.5922185,0.07614256,0.089910075,0.06758925,0.58190835,0.29823902
gen_fuel_other_renewables_pct,0.58516973,0.19532278,0.21613494,0.1581921,0.10816607,0.307062
da_as_mcp_primary_reserve,0.5843958,0.24351574,0.2081098,0.12022673,0.13742386,0.26255348
gross_inadv_interchange_mw,0.5823481,0.23885661,0.17033592,0.16870725,0.086864546,0.27389932
rmccp,0.5820609,0.10380837,0.07483196,0.059100706,0.46058723,0.2558284
da_as_as_req_mw_synchronized_reserve,0.5793021,0.18850143,0.24271177,0.12841277,0.15720175,0.19185033
da_as_as_req_mw_thirty_minutes_reserve,0.5790997,0.18824913,0.23103575,0.17499425,0.08772416,0.21991901
gen_fuel_hydro_pct,0.5787411,0.13215101,0.21409532,0.16174583,0.07679977,0.30692172
da_as_as_req_mw_primary_reserve,0.578335,0.18621404,0.22351217,0.16036868,0.1105019,0.21066658
total_pjm_loc_credit,0.57254505,0.10981015,0.18266201,0.15599276,0.10709613,0.24930364
gen_fuel_coal_pct,0.5712181,0.18959956,0.10181565,0.09528702,0.123390436,0.26060653
gen_fuel_nuclear_mw,0.5682007,0.21102297,0.10821751,0.04385833,0.20765263,0.16277878
total_pjm_reg_purchases,0.5678932,0.14580971,0.13978133,0.062210176,0.19123808,0.19446109
gen_fuel_gas_pct,0.5595499,0.12018467,0.15628251,0.112769336,0.051651325,0.16924699
gen_fuel_storage_mw,0.5590359,0.12816471,0.143597,0.09551073,0.045091536,0.1861112
gen_fuel_multiple_fuels_mw,0.5575456,0.08396165,0.017564988,0.008066982,0.15275773,0.30178267
gross_sched_interchange_mw,0.5511878,0.18372278,0.068790585,0.040964693,0.041600794,0.13909836
total_pjm_assigned_reg,0.5509851,0.1045009,0.08894826,0.041793626,0.079909176,0.16345702
gen_fuel_other_renewables_mw,0.5470161,0.08190621,0.041831873,0.045506034,0.11747129,0.13679889
gen_fuel_wind_pct,0.54678327,0.08800784,0.116755396,0.07588071,0.03963658,0.103802115
gen_fuel_multiple_fuels_pct,0.544506,0.009097211,0.025474412,0.03232241,0.08420305,0.23024066
gen_fuel_solar_pct,0.54311967,0.112785034,0.02484581,0.030180668,0.039667673,0.14927092
gen_fuel_wind_mw,0.5409559,0.041315373,0.10103921,0.057727743,0.057107415,0.08515077
net_inadv_interchange_mw,0.5343785,0.08049118,0.08187518,0.0021351126,0.0,0.071772054
da_as_ss_mw_synchronized_reserve,0.53332376,0.027340716,0.018934403,0.0044418555,0.10259329,0.07354508
da_as_ss_mw_primary_reserve,0.53285897,0.028193025,0.0025755947,0.010073137,0.089779004,0.08703357
rmpcp,0.5328558,0.022275414,0.011987241,0.009608313,0.063818,0.10785294
gen_fuel_solar_mw,0.53254586,0.040659547,0.016688468,0.009742893,0.021677062,0.11803175
total_pjm_rmpcp_cr,0.5323762,0.012382832,0.0073082168,0.006796152,0.05617554,0.12446524
da_as_nsr_mw_primary_reserve,0.53091174,0.025879504,0.0040840893,0.019067993,0.080072,0.0622346
da_as_ss_mw_thirty_minutes_reserve,0.52923167,0.021937132,0.009088136,0.0044648536,0.05189584,0.07640978
total_pjm_self_sched_reg,0.52668625,0.00505565,0.007636611,0.015624196,0.014326838,0.08321993
