target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,8,1.9471484422683716,0.9363804671784166
gross_actual_interchange_mw,9,1.7179458141326904,0.7818708346214762
total_gen,12,2.354017496109009,0.947326329667089
metered_load_mw,12,2.3405601978302,0.9419107144446995
total_losses,12,2.3294193744659424,0.9374273173057333
congestion_price_da,6,1.7787830829620361,0.9927577409307012
congestion_price_rt,11,2.2583062648773193,0.9417868622101458
marginal_loss_price_da,12,2.4099531173706055,0.9698364796022461
total_lmp_da,12,2.3761613368988037,0.9562376667556207
da_as_total_mw_primary_reserve,9,1.9664390087127686,0.8949649612497775
da_as_total_mw_synchronized_reserve,6,1.6318442821502686,0.9107496347449567
da_as_total_mw_thirty_minutes_reserve,12,2.369326114654541,0.9534869709720001
