target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,16,0.16835260391235352,0.16540443897247314,0.1726086288690567,0.3127577304840088,0.18087661266326904
gross_actual_interchange_mw,17,0.16316626965999603,0.1615932732820511,0.1508425921201706,0.36877667903900146,0.15562117099761963
total_gen,28,0.19093003869056702,0.19005855917930603,0.19402453303337097,0.237453430891037,0.1875333935022354
metered_load_mw,27,0.19050705432891846,0.1878933608531952,0.19599281251430511,0.2370830625295639,0.1885237693786621
total_losses,19,0.16176225244998932,0.15531398355960846,0.1574060022830963,0.3701973557472229,0.1553204357624054
congestion_price_da,8,0.168450266122818,0.15399637818336487,0.16500155627727509,0.25315654277801514,0.2593952417373657
congestion_price_rt,11,0.19396716356277466,0.17580150067806244,0.1930282711982727,0.21881352365016937,0.21838951110839844
marginal_loss_price_da,21,0.1996321976184845,0.17610841989517212,0.19649149477481842,0.24783095717430115,0.17993701994419098
total_lmp_da,32,0.18850764632225037,0.18704083561897278,0.2078220695257187,0.2323594093322754,0.18427009880542755
da_as_total_mw_primary_reserve,11,0.24528151750564575,0.1786339432001114,0.23658894002437592,0.16528594493865967,0.17420965433120728
da_as_total_mw_synchronized_reserve,8,0.18135744333267212,0.17629128694534302,0.18995672464370728,0.27133774757385254,0.18105678260326385
da_as_total_mw_thirty_minutes_reserve,18,0.17111799120903015,0.20144908130168915,0.1902923285961151,0.2645736336708069,0.17256700992584229
