confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9891319274902344,0.011331161484122276,True
total_gen,0.9863431453704834,0.014375044032931328,True
total_lmp_da,0.9804209470748901,0.022361021488904953,True
da_as_total_mw_primary_reserve,0.9499490857124329,0.05264463648200035,True
da_as_total_mw_synchronized_reserve,0.9154874682426453,0.08715375512838364,True
da_as_total_mw_thirty_minutes_reserve,0.846975564956665,0.1590382307767868,True
total_losses,0.8451513051986694,0.15444891154766083,True
net_actual_interchange_mw,0.8408665657043457,0.1614750474691391,True
gross_actual_interchange_mw,0.7797453999519348,0.229195699095726,True
marginal_loss_price_da,0.7743133306503296,0.22165589034557343,True
congestion_price_rt,0.6466898918151855,0.39480361342430115,True
congestion_price_da,0.5373822450637817,0.5018206238746643,True
