dam_load_forecast__mw__pge_tac,dam_load_forecast__mw__sce_tac,dam_load_forecast__mw__sdge_tac,dam_load_forecast__mw__ca_iso_tac,actual_load__mw__pace,actual_load__mw__nevp,actual_load__mw__azps,actual_renewable_generation__mw__np15__solar,actual_renewable_generation__mw__np15__wind,actual_renewable_generation__mw__sp15__solar,actual_renewable_generation__mw__sp15__wind,actual_renewable_generation__mw__zp26__solar,actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar,dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar,dam_renewable_forecast__mw__zp26__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat,dam_schedule__mw__load__tac_north,dam_schedule__mw__load__tac_ecntr,dam_schedule__mw__load__tac_south,dam_as_clearing_price__usd_per_mw__ru__as_caiso,dam_as_clearing_price__usd_per_mw__rd__as_caiso,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,dam_as_requirement__mw__as_caiso__regulation_up__minimum,dam_as_requirement__mw__as_caiso__regulation_down__minimum,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,dam_as_requirement__mw__as_caiso__non_spinning_reserve__minimum,rtpd_eim_transfer__mw__export__bcha__malin500,rtpd_eim_transfer__mw__export__banc__ranchoseco,rtpd_eim_transfer__mw__import__nevp__eldorado230,rtpd_eim_transfer__mw__export__srp__pvwest,rtpd_eim_transfer__mw__import__ladwp__sylmar,rtpd_eim_transfer__mw__export__pge__malin500,actual_load__mw__ca_iso_tac,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__export__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,dam_as_total_procured__mw__rd__as_caiso,dam_as_total_procured__mw__sr__as_caiso,dam_as_total_procured__mw__nr__as_caiso
11388.3,10719.73,2168.0,24473.82,5786,4108,3870,203.60586,1130.46099,1685.9353,1229.49587,211.18698,58.5914,290.49,1041.01,2015.14,1471.33,266.4,25.81,40.73192,37.62275,38.03633,36.145845,34.753755,35.4591975,-0.546275,6149,10942.44,10719.71,2117.41,0.0,0.0,177.6,3249.34,222.0,480.0,178.58,714.32,200.0,115.0425,745.7025,0.0,64.7675,34.2275,25078,17700.17,6740.39,2103.0,36.18346,-3.05767,-1.49079,0.0,360.0,800.0,380.5,1107.66
11553.26,11091.42,2179.0,25025.52,6090,4255,3969,1312.54435,1132.31784,7359.89035,1043.18195,1329.73195,51.98072,1281.25,1023.19,7210.2,1190.89,1224.47,22.77,28.35726,27.0386,22.09098,30.3266525,18.41064,21.067785,0.101285,6453,11132.94,10865.88,2086.88,0.0,0.0,894.92,4018.07,330.0,690.0,185.67,742.68,200.0,133.07,194.4475,34.7125,0.0,0.0,27625,19089.27,5708.28,2046.0,19.07729,-7.58988,-1.69009,-2.1847125,540.0,1150.0,502.72,1044.54
11248.5,11182.81,2102.0,24739.4,6422,4456,4075,1660.42491,1129.97659,11079.36288,771.54,2135.58531,37.47004,2127.43,929.8,11092.09,1013.37,2155.27,19.96,26.03019,27.88716,14.1067,23.8010325,6.13706,3.0705725,0.31379,6701,11019.18,10913.89,1915.76,0.0,0.0,252.74,4714.03,222.0,720.0,191.23,764.93,500.0,251.565,2.3975,270.925,0.0,18.245,29751,20527.93,5570.0,2073.0,12.6079,-11.52208,-1.9002,-8.7425925,369.69,1200.0,596.6,997.01
10648.26,11054.76,1905.0,23817.26,6739,4707,4230,1633.84198,1114.41903,12325.049,647.15084,2514.57375,36.34722,2375.44,841.37,12434.33,884.34,2576.02,17.46,25.65317,30.22052,9.47423,25.95653,6.54955,3.4003025,0.305175,6894,10549.55,10858.96,1781.4,0.0,0.0,125.2,3209.52,192.0,660.0,201.1,804.41,500.0,215.35,0.0,389.3375,0.0,35.015,30116,21016.0,5499.0,2182.0,9.69478,-14.20371,-1.75468,-9.4923275,320.0,1100.0,524.9,1150.96
10045.3,10952.72,1700.0,22910.95,7046,5016,4535,2095.65959,1046.98527,12291.45595,697.09201,2765.96358,29.42665,2450.24,754.74,13045.9,858.25,2763.69,15.71,23.68408,24.72084,11.06387,12.1095775,12.69272,10.5851525,0.041925,7027,10055.21,10799.8,1498.11,0.0,0.0,142.53,4097.32,180.0,588.0,211.1,844.4,500.0,174.8575,0.0,523.8325,0.0,122.5425,30542,20434.86,5484.07,2193.0,11.73824,-10.46559,-1.48025,-3.2313725,300.0,980.0,529.61,1229.55
9505.82,11111.67,1584.0,22418.44,7340,5433,4932,2054.05394,891.73001,12030.56206,770.03832,2834.36879,21.34156,2489.76,722.35,13341.32,995.56,2843.81,15.35,24.97163,27.93773,10.08,16.6760875,11.544805,8.732525,-0.046365,7135,9829.11,11111.2,1396.07,0.0,0.0,202.52,4689.19,246.0,660.0,216.01,864.05,500.0,224.9275,0.0,942.15,0.0,110.7325,29493,20722.62,5649.98,2287.0,11.26278,-12.04824,-1.66061,-4.386985,400.0,1100.0,812.14,987.97
9346.44,11353.35,1520.0,22441.95,7676,5740,5338,2000.72518,772.22046,12652.93308,941.09798,2868.86306,16.20764,2506.43,759.18,13403.23,1191.42,2866.29,15.63,24.74078,26.07029,11.39268,14.7879225,11.50325,8.10065,-0.00946,7269,9794.73,11555.09,1359.17,0.0,0.0,333.35,3558.28,276.0,606.0,217.27,869.09,500.0,282.4225,0.0,938.2525,0.0,196.3475,28929,21067.11,5633.9,2644.0,12.44163,-10.81965,-1.4795,-4.1934325,450.0,1010.0,875.7,934.9
9448.37,11834.22,1537.0,23047.11,7987,6277,5758,1998.67112,822.70257,12629.3783,1245.71433,2662.90355,13.14486,2512.59,826.11,13374.59,1425.64,2863.98,15.83,25.0922,26.37125,11.65197,15.007335,9.1409475,6.0173175,0.12833,7370,9973.13,12182.67,1402.25,0.0,0.0,144.8,4433.94,372.0,666.0,217.0,868.01,500.0,323.5525,0.0,983.0,0.0,371.4225,27888,21621.43,5741.51,2638.0,12.50387,-11.09283,-1.4955,-5.6077425,620.0,1110.0,488.49,1319.87
9865.93,12357.81,1625.0,24081.74,8275,6611,6163,1980.41093,930.96011,12060.83992,1496.32559,2567.727,13.90688,2506.34,932.35,13223.35,1588.88,2837.04,17.25,25.74033,29.19122,10.2,21.225105,7.9322,6.8866475,0.291015,7498,10302.55,12960.98,1535.16,0.0,0.0,337.88,4395.09,402.0,708.0,214.9,859.59,500.0,481.605,0.0,855.0875,0.0,427.5225,27883,23236.18,5787.0,3055.0,11.66679,-12.35666,-1.71688,-9.44895,660.0,1180.0,562.78,1228.02
10461.86,12958.39,1786.0,25443.13,8518,6793,6572,1817.77729,1081.75211,12149.26194,1730.56678,2570.65525,15.52916,2474.52,1003.79,12839.87,1749.24,2767.63,18.57,26.21293,29.86664,10.30471,25.3911325,11.0376525,10.10342,0.226935,7624,10800.99,13699.47,1777.15,0.0,0.0,514.68,4508.05,342.0,660.0,209.32,837.29,500.0,509.8975,0.0,557.8625,0.0,464.0,27909,24379.05,6070.7,3206.0,11.65726,-12.59233,-1.96335,-9.6839625,570.0,1100.0,929.38,814.97
11292.78,13507.59,2081.0,27121.14,8627,6885,6685,1885.63062,1165.99718,11409.23145,1852.95733,2593.49019,24.90672,2416.57,1073.03,12254.72,1940.12,2635.62,19.77,22.1793,24.271,12.1512,26.9391375,11.510505,11.28442,0.069565,7766,11463.21,14024.28,1986.29,0.0,0.0,1752.39,3167.71,390.0,732.0,203.42,813.68,500.0,561.935,0.0,580.135,0.0,464.0,28559,25056.83,6857.0,3490.0,12.90468,-7.64444,-1.63018,-9.4638375,640.0,1220.0,529.1,1166.07
12250.13,13943.34,2305.0,28738.77,8561,6932,6732,2001.7013,1189.18382,10463.03785,2105.0852,2153.75826,25.35424,2217.78,1116.67,10528.9,2026.1,2286.73,20.01,26.65126,25.80488,19.56804,28.4493775,21.203525,20.291725,-0.2224975,7874,12360.23,14450.73,2311.32,0.0,0.0,1085.41,3702.07,396.0,648.0,213.85,855.42,154.4125,441.435,0.0,500.745,0.0,442.355,29540,25319.84,7225.58,3713.0,19.43536,-5.53953,-1.67636,-3.4906,650.0,1080.0,557.0,1225.12
13205.47,14173.66,2562.0,30179.61,8368,6826,6504,1506.59761,1156.35748,6029.98758,2362.17886,1419.72901,29.07449,1489.97,1152.8,5846.63,2162.22,1406.42,20.61,39.68939,36.81479,36.64674,30.751235,30.0552,30.1348625,-0.7169475,7871,13096.14,14735.74,2525.89,0.0,0.0,1173.83,3240.05,444.0,678.0,225.56,902.22,114.445,377.2775,0.0,85.4425,0.0,61.8675,30216,23556.78,7856.8,3617.0,36.62955,-1.31748,-1.74236,0.0,740.0,967.0,463.31,1416.33
13687.91,14007.53,2659.0,30588.34,7949,6557,6511,334.55129,1155.73441,839.05449,2480.24194,300.40811,30.71925,435.81,1177.63,1184.61,2282.76,366.98,20.58,43.86732,42.28922,41.2073,35.588235,34.7154325,35.1552475,-0.7355075,7718,13449.77,14193.21,2610.22,0.0,0.0,157.66,3152.99,270.0,600.0,225.35,901.39,186.79,174.015,12.265,0.0,0.0,106.6425,30295,24039.17,8024.0,3600.0,41.06942,-0.78439,-2.01351,0.0,450.0,836.0,492.79,1385.1
13727.54,13859.97,2686.0,30503.34,7562,6278,6229,88.19056,1145.63356,-28.45027,2604.52514,8.06373,27.708,1.26,1188.07,0.0,2397.39,0.65,20.1,42.51864,40.83441,40.08929,33.32053,31.94996,32.6916,-0.344995,7427,13434.01,13871.58,2608.68,0.0,0.0,162.84,1903.77,180.0,552.0,224.75,899.01,164.975,155.9325,42.855,0.0,0.0,81.5725,30012,22792.18,7698.0,3420.0,40.31255,-0.54787,-1.65823,0.0,300.0,785.4,543.15,1300.39
13524.49,13489.28,2643.0,29878.37,7108,5958,5789,1.20073,1142.40007,-34.95941,2723.3087,8.49147,23.08334,0.0,1201.53,0.0,2522.98,0.0,19.4,40.83613,39.169,38.91555,30.9044575,29.479595,30.1778375,-0.309865,7198,12780.72,13561.69,2565.87,0.0,0.0,288.66,2278.01,180.0,378.0,220.03,880.11,200.0,113.615,59.09,0.0,0.0,110.0,29488,21304.18,7692.0,3248.0,39.05123,-0.24538,-1.53952,-0.4340825,300.0,630.0,655.01,1178.56
12824.67,12927.21,2474.0,28440.8,6649,5575,5281,78.5357,1134.22068,-31.16443,2258.43372,8.33265,24.88586,0.0,1202.17,0.0,2620.75,0.0,17.89,40.14421,37.97222,38.62289,32.8299025,30.2872375,31.4142925,-0.15146,6784,12111.79,12753.59,2408.5,0.0,0.0,507.5,2304.78,246.0,372.0,208.33,833.32,200.0,260.17,0.0,0.0,0.0,50.67,28096,18850.77,7843.4,919.0,38.33677,-0.16153,-1.64591,1.8002725,400.0,620.0,890.27,845.82
12028.2,12072.95,2337.0,26646.18,6217,5308,4832,111.18766,1123.02774,-33.188,2193.97498,8.30285,31.87309,0.0,1183.32,0.0,2597.03,0.0,17.76,39.80449,37.31104,38.5032,36.6167675,33.2535625,34.869455,-0.3024575,6383,11400.16,12033.93,2236.48,0.0,0.0,402.04,2071.84,180.0,468.0,194.71,778.83,200.0,91.0075,0.0,0.0,0.0,62.81,26434,17412.05,7807.0,867.0,38.35875,-0.06851,-1.37724,4.0209175,290.0,780.0,437.83,1184.74
11510.82,11108.7,2350.0,25175.43,5884,5007,4482,107.24632,1115.76882,-35.07498,2319.7271,8.05628,31.49536,0.0,1054.21,0.0,2613.24,0.0,19.47,39.30969,37.26216,38.13038,41.7668625,39.40464,40.514365,-0.2050475,6028,10949.08,11229.63,2260.12,0.0,0.0,628.38,2918.26,306.0,462.0,185.98,743.91,200.0,43.04,73.7325,0.0,11.845,0.0,25448,16895.04,7275.0,895.0,37.9536,-0.1257,-1.23039,3.1640175,500.0,770.0,609.64,940.17
10944.95,10527.69,2230.0,23904.41,5634,4661,4179,25.83451,1127.19922,22.64269,2320.7111,7.70974,41.95817,0.0,1030.44,0.0,2625.1,0.0,20.19,37.70179,35.40115,36.57936,36.8613225,36.71584,36.78271,-0.995855,5786,10408.65,10521.62,2179.07,0.0,0.0,254.0,1639.35,180.0,342.0,173.32,693.28,200.0,114.5325,103.56,0.0,27.525,0.0,24176,15553.24,7142.0,846.0,36.89584,0.09889,-0.90484,0.0,300.0,570.0,425.79,1018.55
10480.42,9992.23,2108.0,22779.0,5477,4361,3943,5.79699,1127.3402,125.54897,2570.43934,7.44812,36.78962,0.0,1002.98,0.0,2651.86,0.0,18.85,36.8133,35.96507,35.66473,37.0599625,36.80012,36.86625,-0.8699,5611,9987.86,10047.09,2044.14,0.0,0.0,71.77,1878.24,180.0,378.0,167.31,669.23,200.0,223.6975,23.8525,0.0,0.0,0.0,23165,14413.31,7115.0,805.0,35.37593,-0.20781,-1.22956,0.0,300.0,630.0,502.57,891.65
10179.05,9612.11,2021.0,22009.03,5411,4188,3783,0.64716,1119.38962,-33.32523,2800.55341,7.73949,39.94622,0.0,974.3,0.0,2642.53,0.0,17.4,36.10783,33.60546,35.10679,34.7194625,34.41001,34.525925,-0.7717075,5517,9751.91,9760.75,1970.82,0.0,0.0,89.55,1761.28,180.0,354.0,161.28,645.13,200.0,204.73,6.6275,0.0,0.0,105.0,22731,14095.95,7070.0,786.0,35.2167,-0.02816,-0.86298,0.0,300.0,590.0,546.68,797.34
10079.68,9541.91,1969.0,21786.88,5407,4103,3677,1.68812,1123.26747,-33.73503,3046.40522,7.75133,40.37771,0.0,938.32,0.0,2584.11,0.0,17.14,36.107,35.23322,34.94075,33.2295725,32.8050625,32.940345,-0.6425025,5500,9673.28,9651.32,1934.07,0.0,0.0,136.11,1614.31,180.0,342.0,158.95,635.8,200.0,211.7925,0.0,0.0,0.0,105.0,22472,14059.41,7041.0,792.0,35.27293,0.0,-0.83407,0.0,300.0,570.0,801.18,523.41
10165.51,9586.02,1975.0,21922.85,5423,4037,3614,23.11499,1111.07207,-25.26708,2880.68505,8.65131,34.92488,0.0,890.26,3.29,2475.39,0.01,16.98,36.50617,35.67858,35.29417,31.7366625,31.3414725,31.4843325,-0.675365,5560,9704.72,9721.82,1925.43,0.0,0.0,131.27,1622.78,210.0,312.0,157.47,629.88,200.0,113.88,0.0,0.0,0.0,105.0,22654,14336.32,6993.01,790.0,35.54606,0.0,-0.96011,-0.04162,340.0,520.0,427.71,884.54
10138.93,9413.62,1959.0,21707.67,5479,3941,3603,171.67308,1094.11056,1705.27825,2814.91631,194.55417,37.74992,209.98,865.73,1523.9,2346.15,191.02,14.59,34.57484,34.19511,33.586,28.3855775,27.8444925,28.118875,-0.3927325,5697,9850.49,9642.53,1908.04,0.0,0.0,94.92,3229.43,258.0,828.0,157.43,629.73,200.0,111.8975,10.53,0.0,0.0,38.75,22658,14330.17,6782.31,2085.0,33.34743,0.0,-1.22741,0.0,420.0,1380.0,356.05,955.89
9943.59,9442.74,1956.0,21542.16,5681,4034,3682,1174.61929,1066.29612,7081.24583,2529.18515,1192.19472,29.04285,1395.61,842.35,7284.65,2080.24,1424.71,11.83,12.70072,12.86869,10.47437,8.90664,5.6,5.6114975,0.0420525,5928,9931.7,9538.68,1868.41,0.0,0.0,529.16,4352.32,384.0,792.0,158.42,633.7,200.0,234.6675,0.0,637.1775,0.0,187.485,24494,17879.32,5740.22,2499.0,10.21325,-1.73432,-0.75315,-1.5737075,630.0,1320.0,453.01,867.19
9709.9,9651.03,1934.0,21498.98,6037,4228,3801,1451.13411,1006.4649,10703.91377,2295.45984,1580.03155,9.21616,2219.41,792.12,11036.13,1827.2,2276.59,8.83,5.83612,11.53812,-3.22682,30.602365,-6.66165,-9.8301875,0.30689,6225,9737.87,9499.61,1735.02,0.0,0.0,316.86,5472.28,318.0,792.0,181.14,724.58,500.0,221.42,0.0,948.5925,0.0,310.0,26282,19571.95,5635.4,2521.0,-1.1394,-6.59968,-0.37585,-18.4320025,520.0,1320.0,785.21,724.33
9218.83,9445.58,1733.0,20603.6,6384,4469,4007,1464.91249,833.82738,11913.57676,2112.46295,1592.34988,0.46707,2426.96,736.67,12144.58,1581.07,2619.8,7.53,6.42444,14.79515,-7.321,40.624105,-16.6442175,-16.899035,0.33301,6438,9261.77,9398.94,1633.33,0.0,0.0,99.19,3285.71,252.0,888.0,199.69,798.77,500.0,218.6225,0.0,1260.7225,0.0,328.0,25876,19346.29,5692.49,2615.0,-4.06335,-10.06313,-0.42466,-28.6743975,420.0,1480.0,693.54,970.57
8622.68,9383.11,1427.0,19644.06,6698,4760,4311,1643.3049,779.59091,12511.86317,2093.84784,2269.47507,-0.0768,2523.95,692.53,12565.47,1414.4,2798.05,6.59,4.36252,6.77365,-2.5166,15.5755975,-3.26828,-5.10209,0.1743575,6565,8815.63,9502.83,1380.27,0.0,0.0,176.82,4036.32,282.0,654.0,207.8,831.2,500.0,286.56,0.0,1175.83,0.0,328.0,26198,18867.62,5719.8,2635.0,-0.39097,-4.49697,-0.25652,-11.3614125,470.0,1090.0,722.53,1009.14
7975.9,9227.46,1235.0,18653.75,6990,5060,4669,1606.17831,763.28401,12557.17204,2181.50892,2375.90462,0.51787,2580.55,652.77,12491.0,1409.72,2892.42,6.79,4.32954,7.97154,-3.38198,7.23736,-1.381795,-3.0391325,0.0835,6663,8536.54,9617.4,1242.54,0.0,0.0,252.42,4519.78,300.0,774.0,208.84,835.37,500.0,239.95,0.0,1217.735,0.0,328.0,26171,18748.33,5703.48,2717.0,-0.66989,-4.73273,-0.2667,-6.898105,500.0,1290.0,691.0,1049.36
7766.46,9341.03,1164.0,18492.23,7277,5427,5040,1616.36374,808.94157,12450.67183,2001.43849,2548.3529,1.70728,2593.78,676.12,12919.16,1458.06,2923.49,7.59,4.28991,6.39753,-1.85547,0.181605,-3.96786,-4.8577275,0.0187075,6732,8471.52,9876.44,1113.77,0.0,0.0,183.61,3992.83,342.0,696.0,214.49,857.98,500.0,264.01,0.0,1064.0,0.0,328.0,25705,18995.6,5733.0,2962.0,0.57099,-3.47569,-0.24324,-5.54853,570.0,1160.0,636.1,1151.36
7839.48,9937.26,1163.0,19165.38,7579,5789,5417,1647.76178,843.85667,12662.87638,1860.08032,2550.78328,4.99311,2589.24,710.83,12719.18,1543.96,2915.8,8.96,4.34837,8.73395,-4.05855,-2.66241,-4.9144175,-12.9280675,0.1713875,6798,8641.99,10356.85,1168.76,0.0,0.0,506.92,4795.67,414.0,774.0,211.85,847.38,500.0,212.1675,0.0,875.25,0.0,403.0,25016,19420.15,5650.0,3069.0,-0.90892,-4.98725,-0.27003,-10.11932,680.0,1290.0,1264.01,501.37
8305.09,10539.95,1262.0,20337.72,7861,6162,5902,1644.25874,920.89278,12997.44381,1927.58555,2176.5138,11.02231,2569.02,785.75,12277.92,1787.13,2876.23,10.89,4.90506,12.0,-5.43743,1.207485,-4.5254775,-6.031485,0.0726225,6868,8973.12,11012.54,1289.21,0.0,0.0,973.55,4704.21,462.0,834.0,206.34,825.36,500.0,261.4675,0.0,873.5,0.0,428.0,24639,20977.97,5702.0,3474.0,-1.31958,-5.8857,-0.33894,-6.803565,760.0,1390.0,714.77,1004.73
9001.24,11137.93,1461.0,21835.74,8132,6446,6255,1737.11157,1005.06088,12720.35554,2078.76313,1975.25205,13.57147,2528.68,840.97,11796.72,2023.78,2792.0,13.23,5.51557,13.68195,-6.07088,9.33002,-5.16151,-6.294235,0.136565,6963,9499.31,11665.7,1531.38,0.0,0.0,1169.26,4403.7,516.0,726.0,199.32,797.27,500.0,166.3625,0.0,998.0,0.0,405.6275,25123,22460.19,5838.0,3697.0,-1.85149,-6.97215,-0.39491,-9.58012,850.0,1210.0,958.42,702.56
9858.99,11920.42,1746.0,23765.3,8336,6692,6534,1675.97735,1107.02546,11932.39162,2345.81396,1808.59798,16.31906,2447.7,877.5,11243.04,2196.39,2576.38,15.6,7.44298,12.89877,-2.36353,19.17068,-6.31364,-10.0753475,0.285405,7106,10382.85,12407.82,1740.08,0.0,0.0,2333.06,3455.54,438.0,882.0,189.11,756.44,500.0,261.005,0.0,946.5725,0.0,246.1525,26081,23175.99,6607.97,3748.0,0.14499,-6.78815,-0.50984,-15.42896,720.0,1470.0,1085.69,490.22
11022.14,12625.77,2108.0,25997.76,8374,6811,6800,1589.28792,1183.01236,10020.21516,2674.45548,1823.55013,25.5942,2249.4,928.75,9964.99,2306.04,2260.88,17.18,15.21702,15.48337,10.26706,24.6357025,5.9395625,4.9748125,0.1858925,7246,11230.14,13061.94,2103.11,0.0,0.0,1441.12,4059.12,510.0,762.0,192.23,768.91,200.0,385.035,0.0,820.3325,0.0,128.9125,27051,23930.36,6802.86,3966.0,10.28974,-3.95796,-0.96932,-9.16712,840.0,1270.0,413.16,1188.74
12176.12,13329.24,2440.0,28186.85,8250,6747,6812,1477.37671,1210.536,4973.95222,2583.67008,1390.61298,32.36462,1552.14,982.41,5094.94,2435.18,1442.41,18.37,37.48557,35.02897,35.16235,29.943865,29.22889,29.2532825,-0.5953075,7247,12195.93,13497.19,2343.7,0.0,0.0,553.72,3521.78,510.0,744.0,209.85,839.4,108.2,326.355,401.3675,348.71,71.3625,29.0,27877,21049.11,7842.11,3562.0,35.73827,-0.45405,-1.29325,-0.018655,850.0,1076.0,692.26,1056.49
12794.09,13010.35,2568.0,28609.48,7852,6483,6538,352.16244,1224.02975,713.57155,2431.24437,287.06171,46.39677,381.46,1036.33,654.77,2497.58,262.44,20.29,40.8842,39.67009,39.16196,32.9551325,31.982515,32.427485,-0.5914325,7122,12662.3,13108.61,2461.25,0.0,0.0,137.31,3222.15,324.0,690.0,210.33,841.31,200.0,156.045,201.4325,78.79,0.0,0.0,28396,22330.04,7852.04,3640.0,39.09339,-0.18406,-1.60675,-0.0344475,540.0,1150.0,249.83,1383.94
12928.4,12954.55,2574.0,28689.11,7423,6217,6184,-0.64834,1230.6571,-33.34969,2828.15979,8.19504,53.44637,2.19,1054.83,0.31,2563.08,0.49,20.96,41.17223,39.69775,39.52076,31.4598,30.2766825,30.8394925,-0.502505,6904,12736.95,12916.12,2503.34,0.0,0.0,339.16,2348.1,180.0,582.0,210.99,843.97,187.2725,122.0475,339.625,4.02,0.495,29.0,28396,21535.29,7972.8,3381.0,39.54595,-0.08644,-1.53984,-0.10167,300.0,970.0,365.9,1392.38
12776.71,12721.3,2541.0,28263.79,6964,5920,5773,-0.82477,1225.62134,-33.92876,2655.26544,7.89851,56.27715,0.0,1062.48,0.0,2595.18,0.0,21.05,39.35593,37.74408,37.87565,26.7338,25.3582825,26.1752975,-0.2768375,6770,12191.25,12691.21,2463.07,0.0,0.0,264.78,2330.0,222.0,408.0,207.77,831.08,200.0,203.17,180.785,0.0,1.5325,16.89,28081,20014.92,7767.6,3289.0,37.82841,-0.09889,-1.42862,-0.196225,370.0,680.0,413.42,1317.99
12149.52,12093.44,2401.0,26860.92,6496,5538,5314,3.3879,1228.31232,-31.04355,2658.13582,8.29354,49.10303,0.0,1072.99,0.0,2620.52,0.0,20.98,38.28251,36.48698,36.54031,28.628345,27.239235,27.73292,-0.407765,6462,11629.32,12010.11,2336.91,0.0,0.0,644.48,2672.88,294.0,438.0,196.49,785.94,200.0,338.01,135.12,19.1775,0.0,13.115,26931,16838.81,7652.2,932.0,35.72747,-1.06202,-1.49302,0.300035,480.0,730.0,1185.43,451.95
11458.63,11474.57,2243.0,25387.2,6071,5165,4860,5.96082,1230.90248,-30.56971,2512.7645,8.03936,53.4742,0.0,1040.15,0.0,2596.37,0.0,20.09,37.84841,35.33247,36.6478,27.861,27.4131825,27.6750075,-0.5297025,6112,10991.55,11417.33,2187.39,0.0,0.0,452.5,3093.84,180.0,534.0,185.22,740.88,200.0,235.905,75.4375,0.0,0.0,0.0,25392,15205.95,7610.0,853.0,36.8623,0.05851,-1.04462,-0.255905,290.0,890.0,644.96,898.54
11174.41,10705.93,2226.43,24313.23,5712,4848,4500,-0.3332,1225.68009,-29.79755,2621.39873,7.68357,50.68996,0.0,987.86,0.0,2608.13,0.0,19.23,37.90418,36.88343,36.57367,33.183315,33.5009375,33.2792275,-1.1318825,5778,10547.02,10757.65,2235.59,0.0,0.0,496.14,2660.37,228.0,408.0,176.42,705.69,190.3775,26.0375,138.5725,0.0,40.9325,0.0,24366,16114.82,7195.0,996.0,36.70085,-0.15718,-1.04616,0.07758,370.0,680.0,387.02,1083.18
10645.59,10101.92,2105.21,23056.4,5480,4580,4214,-0.3331,1200.93779,163.26336,2678.53562,7.73083,53.89902,0.0,950.58,0.0,2587.75,0.0,19.26,37.29384,36.33808,36.02958,30.8195725,31.07017,30.85666,-1.00895,5544,10078.78,10121.88,2131.38,0.0,0.0,126.9,1511.6,180.0,300.0,166.71,666.83,200.0,26.725,0.0,0.0,18.1325,0.0,23094,15116.05,7066.0,944.0,36.0,-0.2608,-1.03304,0.0745925,300.0,500.0,405.38,983.84
10194.04,9663.25,1981.94,22039.24,5317,4364,4004,-0.22881,1161.34587,-16.24975,2672.7841,7.64321,56.15852,0.0,897.75,0.0,2467.47,0.0,18.7,36.33427,35.48259,35.14237,27.4761775,27.4740575,27.3580325,-0.73905,5414,9668.48,9687.29,2002.26,0.0,0.0,26.37,980.55,180.0,348.0,161.1,644.39,200.0,288.425,0.0,0.0,0.0,0.0,22186,13898.53,7129.0,911.0,34.98156,-0.31355,-1.03916,0.0,300.0,580.0,449.72,892.77
9914.52,9387.01,1896.62,21396.28,5231,4183,3847,-0.05926,1138.69803,-29.78224,2582.20188,7.78131,55.21918,0.0,841.51,0.0,2332.53,0.0,18.46,35.25921,34.50515,34.15192,26.3033075,26.310835,26.1782325,-0.6887025,5352,9465.56,9422.33,1934.01,0.0,0.0,44.92,1444.58,180.0,312.0,155.39,621.56,200.0,251.4975,0.0,0.0,0.0,0.0,21766,13321.06,7189.0,898.0,33.98352,-0.26023,-1.01547,0.0,300.0,520.0,634.96,659.95
9802.68,9219.87,1854.82,21075.55,5190,4066,3749,0.31432,1094.68163,-30.82358,2380.60405,7.74673,53.0619,0.0,792.01,0.0,2157.25,0.0,17.18,35.99026,35.20524,34.86377,22.4946775,21.8521175,22.4735425,-0.321595,5342,9366.5,9261.46,1900.47,0.0,0.0,95.31,1776.08,180.0,318.0,152.63,610.5,200.0,248.94,0.0,0.0,4.4375,3.8225,21444,13293.17,7248.19,900.0,34.88922,-0.08611,-1.01493,-0.6859725,300.0,530.0,573.63,698.26
9820.25,9230.47,1855.92,21104.38,5142,3972,3680,9.26996,994.72118,154.25644,2111.63607,8.5672,46.1344,0.0,751.14,3.1,1930.74,0.01,14.92,34.82822,34.27672,33.74158,24.19016,23.8225575,23.920195,-0.524955,5377,9342.97,9239.64,1867.71,0.0,0.0,122.99,1521.82,180.0,294.0,149.83,599.32,200.0,249.66,0.0,0.0,59.5125,0.0,21442,13101.94,7038.15,851.0,33.68807,-0.02217,-1.11799,-0.20095,290.0,490.0,555.46,693.13
