total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_storage_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,metered_load_mw,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_mcp_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_ircmwt2_primary_reserve,da_as_ircmwt2_synchronized_reserve,da_as_ircmwt2_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
87491.7,456.8,10262.0,31958.0,1329.0,3.0,30385.0,80.0,443.0,7430.0,0.0,8094.0,0.114,0.355,0.014,0.0,0.337,0.0,0.004,0.082,0.0,0.09,83826,81246.0,83089.747,16.02,0.0,4578.07387,383.35801,300.21852,142.07186,7093.77,0.0,4.98,4.98,0.0,3677.6,2515.1,3677.6,3677.6,3215.8,15803.4,47.0,47.0,47.0,0.0,0.0,0.0,461.8,29.28,30.3363,1.011264,0.045037,26.856643,0.049721,0.011923,-4423.831,-67.37400000000002,9719.831,5303.205,7856.374
87025.196,436.8,9922.0,32013.0,1381.0,3.0,30391.0,80.0,440.0,7181.0,0.0,8282.0,0.11,0.356,0.015,0.0,0.338,0.0,0.004,0.08,0.0,0.092,83415,81296.0,82638.667,6.56,1.62,1448.47481,363.04786,304.43144,114.67134,2714.34,1371.84,5.35,5.35,0.0,3677.6,2515.1,3677.6,3677.6,3215.8,15797.5,39.0,39.0,39.0,0.0,0.0,0.0,461.8,28.73,29.630132,0.856243,0.043889,26.590138,0.066614,0.012691,-4413.594,-128.716,8215.594000000001,5440.3099999999995,5938.716
87268.998,457.2,9792.0,32595.0,1660.0,8.0,30417.0,78.0,439.0,5847.0,0.0,8319.0,0.109,0.365,0.018,0.0,0.341,0.0,0.004,0.065,0.0,0.093,83866,82725.0,83352.618,16.82,0.0,1649.90851,382.71803,307.17112,133.91628,7339.47,0.0,7.08,7.08,0.0,3677.6,2515.1,3677.6,3677.6,3215.8,15797.5,39.0,39.0,39.0,0.0,0.0,0.0,461.8,29.21,29.894298,0.564859,0.119439,26.103608,0.039655,0.011453,-3953.352,-63.531000000000006,8317.352,5616.883,5513.031
88292.012,468.1,9632.0,32655.0,2484.0,137.0,30408.0,90.0,443.0,4579.0,0.0,8298.0,0.108,0.368,0.028,0.001,0.342,0.001,0.005,0.051,0.0,0.093,84959,84798.0,84873.398,10.93,2.29,1534.17373,548.77559,330.91239,300.51813,6889.02,3253.05,0.0,0.0,0.0,3677.6,2515.1,3677.6,3854.3,2524.2,15993.7,49.0,49.0,49.0,0.0,0.0,0.0,1330.1,31.95,32.969362,0.888397,0.130965,25.567183,0.019254,0.012096,-3448.4880000000003,25.293999999999983,9610.488,6113.1939999999995,6148.706
88527.399,473.4,9611.0,34801.0,3207.0,161.0,30399.0,74.0,439.0,1881.0,0.0,8257.0,0.108,0.391,0.036,0.001,0.342,0.0,0.005,0.021,0.0,0.093,87842,86476.0,85762.139,18.94,0.84,852.44034,607.17344,253.89942,382.12931,12044.69,2604.99,7.79,7.79,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15494.9,49.0,49.0,49.0,0.0,0.0,0.0,876.1,44.67,45.457269,0.640623,0.146646,31.400153,0.03814,0.014512,-2792.962,34.53800000000001,8268.962,6964.424,6103.4619999999995
90241.899,483.4,9696.0,36567.0,4181.0,162.0,30400.0,73.0,437.0,213.0,12.0,8516.0,0.107,0.405,0.046,0.001,0.336,0.0,0.004,0.002,0.0,0.094,89175,87658.0,87318.325,5.86,0.83,1526.82194,597.33321,336.83104,291.45876,3672.56,1584.14,28.08,28.08,0.0,3677.6,2515.1,3677.6,3677.6,3299.5,14695.4,95.0,95.0,95.0,0.0,0.0,0.0,378.1,62.12,63.515122,1.070034,0.325088,30.058803,0.03251,0.012959,-2932.73,61.18799999999999,8708.73,6852.5419999999995,6462.812
91076.18,480.7,9828.0,37751.0,4139.0,164.0,30420.0,73.0,438.0,1.0,2.0,8661.0,0.107,0.412,0.045,0.001,0.332,0.0,0.004,0.0,0.0,0.094,88719,87351.0,87865.852,6.41,0.83,1310.93837,610.37701,345.03369,301.34443,4106.17,1788.82,14.47,14.47,0.0,3677.6,2515.1,3677.6,3677.6,2865.1,15377.0,89.0,89.0,89.0,0.0,0.0,0.0,812.5,47.41,48.652918,1.072251,0.170667,28.851535,0.020543,0.015158,-3213.71,-61.367999999999995,9057.71,6797.0779999999995,7157.368
90579.419,482.8,9979.0,37754.0,3384.0,165.0,30432.0,84.0,450.0,1.0,0.0,8877.0,0.109,0.414,0.037,0.001,0.334,0.0,0.004,0.0,0.0,0.097,86429,85146.0,85857.885,13.43,2.83,1437.33255,575.52143,341.10608,285.94303,8373.03,7228.74,4.18,4.18,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15666.8,107.0,107.0,107.0,0.0,0.0,0.0,876.1,38.12,38.808865,0.575901,0.112964,36.406242,0.053474,0.017768,-4722.217,-2.701000000000022,9116.217,8052.918,7572.299
87156.647,532.3,10327.0,35766.0,2059.0,165.0,30314.0,81.0,445.0,1.0,0.0,8907.0,0.117,0.406,0.023,0.001,0.344,0.0,0.005,0.0,0.0,0.101,82944,81691.0,82449.847,20.92,1.25,541.85128,560.11342,300.2397,345.20301,13598.03,3385.41,0.0,2.87,0.0,3677.6,2515.1,3677.6,4204.2,2515.1,16031.8,87.0,87.0,87.0,0.0,0.0,0.0,1689.1,31.53,31.912911,0.306654,0.076257,27.66228,0.036663,0.013951,-4728.133,50.11699999999996,9302.133,7436.016,7330.383
83850.191,503.5,9712.0,34964.0,1785.0,66.0,30143.0,83.0,443.0,1.0,0.0,8549.0,0.113,0.407,0.02,0.0,0.351,0.001,0.005,0.0,0.0,0.099,79217,77981.0,78653.696,15.08,3.56,1851.97769,537.90116,293.81992,326.68494,9428.56,4347.97,8.22,8.22,0.0,3677.6,2515.1,3677.6,3677.6,3262.5,15701.4,87.0,87.0,87.0,0.0,0.0,0.0,415.1,28.92,28.99463,0.034018,0.040612,27.875019,0.029889,0.01513,-5219.308,40.52600000000001,9141.308,7636.782,6960.526
80032.93,482.5,9297.0,33550.0,1405.0,3.0,30100.0,84.0,447.0,1.0,0.0,7749.0,0.112,0.406,0.017,0.0,0.364,0.001,0.005,0.0,0.0,0.093,74862,,75249.154,21.37,1.17,2558.28358,355.18952,262.67875,148.06563,8722.76,1228.8,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2852.5,16004.2,154.0,154.0,154.0,0.0,0.0,0.0,825.1,26.02,26.067716,-0.026326,0.074042,33.390352,0.019993,0.016193,-4818.924,-215.89,9224.924,6972.814,7629.89
78216.193,415.9,9493.0,33410.0,1308.0,3.0,30050.0,85.0,439.0,1.0,0.0,6162.0,0.117,0.412,0.016,0.0,0.371,0.001,0.005,0.0,0.0,0.076,72753,,72898.546,44.95,2.55,9071.39884,336.03886,257.80145,131.34944,17856.19,2799.13,2.41,2.41,0.0,3677.6,2515.1,3677.6,3677.6,2852.5,16031.3,154.0,154.0,154.0,0.0,0.0,0.0,825.1,26.14,26.65296,0.427865,0.085095,55.618064,0.061404,0.029992,-5326.852,-84.06,8548.851999999999,6520.912,6006.44
76054.154,476.6,9086.0,31682.0,1251.0,3.0,30170.0,86.0,431.0,1.0,0.0,7081.0,0.113,0.397,0.015,0.0,0.378,0.001,0.005,0.0,0.0,0.088,71332,,71466.717,8.81,2.64,855.47523,380.94823,266.83245,174.55994,3889.51,3405.06,3.82,3.82,0.0,3677.6,2515.1,3677.6,3677.6,2852.5,16039.2,154.0,154.0,154.0,0.0,0.0,0.0,825.1,24.03,24.707947,0.488342,0.189604,24.591434,0.010928,0.015506,-4596.9490000000005,1.6340000000000146,8920.949,6429.3150000000005,5928.366
75060.482,492.3,8643.0,30650.0,1090.0,3.0,30176.0,90.0,422.0,1.0,0.0,7752.0,0.109,0.388,0.013,0.0,0.382,0.001,0.005,0.0,0.0,0.098,70815,,70789.576,21.31,2.36,2823.14909,388.44854,272.57815,177.64612,9721.55,3555.3,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2852.5,16035.9,154.0,154.0,154.0,0.0,0.0,0.0,825.1,23.92,24.619885,0.539165,0.160721,21.015067,0.042096,0.012972,-4291.793,-69.19400000000002,9153.793,6372.987,5627.194
75394.529,495.4,8301.0,30935.0,1132.0,3.0,30186.0,94.0,407.0,1.0,0.0,7712.0,0.105,0.392,0.014,0.0,0.383,0.001,0.005,0.0,0.0,0.097,71225,,71132.228,8.75,4.19,499.04245,372.70347,270.10274,162.00936,3838.7,5677.91,0.0,0.0,0.0,3677.6,2515.1,3677.6,3760.0,2934.9,16118.7,154.0,154.0,154.0,0.0,0.0,0.0,825.1,23.53,24.384505,0.66999,0.184515,24.735282,0.001725,0.012724,-4285.907,-74.89099999999999,9715.907,6290.798,5582.891
77251.546,503.1,8375.0,31196.0,1082.0,3.0,30235.0,94.0,390.0,1.0,0.0,8238.0,0.105,0.391,0.013,0.0,0.379,0.001,0.004,0.0,0.0,0.103,72855,,72646.72,21.58,2.25,1168.04846,545.28009,296.50579,334.61269,13646.13,3834.69,0.0,0.0,0.0,3677.6,2515.1,3677.6,4204.2,2515.1,16581.6,117.0,117.0,117.0,0.0,0.0,0.0,1689.1,23.45,23.855006,0.247325,0.157681,24.868563,0.012018,0.014878,-4624.222,-59.74799999999999,9156.222,6305.97,5975.748
78402.1,517.8,8330.0,30311.0,1122.0,3.0,30330.0,91.0,384.0,1.0,0.0,8344.0,0.105,0.384,0.014,0.0,0.384,0.001,0.004,0.0,0.0,0.105,75466,75161.0,75009.786,12.77,2.09,748.88722,566.02847,267.45666,364.5084,8084.67,3785.77,0.0,3.47,0.0,3677.6,2515.1,3677.6,4204.2,2515.1,16610.1,43.0,43.0,43.0,0.0,0.0,0.0,1689.1,26.52,27.433502,0.727322,0.18618,22.233501,0.009939,0.011894,-3431.334,17.458,9097.334,5667.876,6338.542
81022.826,534.2,8205.0,30860.0,2475.0,3.0,30359.0,87.0,381.0,4.0,0.0,8641.0,0.101,0.38,0.03,0.0,0.374,0.001,0.004,0.0,0.0,0.106,78204,77625.0,78026.307,12.6,1.97,766.12885,664.8815,201.27257,441.9758,8108.93,4384.65,10.44,10.44,0.0,3677.6,2515.1,3677.6,3677.6,3211.5,15890.1,59.0,59.0,59.0,0.0,0.0,0.0,466.1,32.49,33.07016,0.420786,0.159375,23.353016,-0.001891,0.014074,-2998.3320000000003,28.464,9982.332,5908.868,6597.536
84004.195,546.3,8334.0,32283.0,3338.0,3.0,30376.0,86.0,388.0,215.0,0.0,8840.0,0.099,0.384,0.039,0.0,0.362,0.001,0.004,0.002,0.0,0.105,79926,78850.0,80881.226,13.67,0.0,776.04793,451.24027,189.16577,250.85672,6013.36,0.0,16.4,16.4,0.0,3677.6,2515.1,3677.6,3677.6,3211.5,15700.6,103.0,103.0,103.0,0.0,0.0,0.0,466.1,36.59,37.250783,0.224867,0.435917,29.094647,0.004313,0.015334,-3149.401,-144.043,9875.401,5955.444,6612.043
85667.544,560.2,8928.0,33651.0,2877.0,3.0,30397.0,83.0,392.0,864.0,0.0,8728.0,0.103,0.391,0.033,0.0,0.353,0.001,0.004,0.01,0.0,0.101,80182,78941.0,82655.381,11.31,0.77,2180.71968,456.89281,192.0024,255.3419,5022.06,1317.64,13.58,13.58,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15960.5,63.0,63.0,63.0,0.0,0.0,0.0,876.1,34.93,35.443379,0.073216,0.440163,33.024273,-0.011002,0.018609,-3030.828,-32.865999999999985,9248.828,5423.6939999999995,6799.866
86692.241,519.6,9333.0,33667.0,2784.0,3.0,30402.0,81.0,392.0,2034.0,0.0,8066.0,0.107,0.388,0.032,0.0,0.35,0.0,0.004,0.023,0.0,0.093,80824,79123.0,83653.455,234.44,0.81,16398.90209,444.37818,192.58801,240.66669,99905.82,610.82,12.84,12.84,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15951.2,43.0,43.0,43.0,0.0,0.0,0.0,876.1,34.0,34.897617,0.395562,0.502054,145.376865,0.327656,0.076709,-3043.111,-115.73000000000002,9333.111,5136.841,6674.23
87047.815,489.5,8896.0,34545.0,2299.0,3.0,30413.0,81.0,389.0,3354.0,0.0,7628.0,0.101,0.394,0.026,0.0,0.347,0.0,0.004,0.038,0.0,0.087,79642,78514.0,83340.058,83.79,1.25,5384.84878,367.04738,251.37521,170.58348,35229.23,1064.77,0.0,10.33,0.0,3677.6,2515.1,3677.6,4255.2,2515.1,16518.8,80.0,80.0,80.0,0.0,0.0,0.0,1740.1,31.94,32.161792,-0.117292,0.339084,33.555139,0.029349,0.016624,-3744.187,-119.187,8748.187,5499.374,6185.687
85278.287,490.7,9091.0,33441.0,1167.0,3.0,30419.0,80.0,386.0,5120.0,0.0,7293.0,0.104,0.384,0.013,0.0,0.349,0.0,0.004,0.058,0.0,0.083,81525,77977.0,82101.331,31.18,4.46,1650.98795,380.03923,262.52369,172.16217,13733.32,4369.64,0.0,4.87,0.0,3677.6,2515.1,3677.6,4255.2,2515.1,16494.7,80.0,80.0,80.0,0.0,0.0,0.0,1740.1,25.7,26.191013,0.384541,0.106472,32.057423,0.056059,0.014697,-3205.467,-44.85900000000001,8415.467,5510.326,5862.859
84796.087,469.9,9034.0,32443.0,1156.0,3.0,30423.0,208.0,387.0,6322.0,0.0,7489.0,0.103,0.37,0.013,0.0,0.347,0.002,0.004,0.072,0.0,0.085,80386,77561.0,80607.173,76.27,1.86,340.70344,388.13031,258.00044,183.73864,33779.38,3152.21,4.29,4.29,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15900.3,80.0,80.0,80.0,0.0,0.0,0.0,876.1,23.31,23.878663,0.479144,0.089519,27.745308,0.021962,0.01418,-4209.802,-124.67000000000002,8123.802,5767.472,4941.67
84344.565,446.3,9607.0,31824.0,1179.0,3.0,30424.0,80.0,384.0,6401.0,0.0,7714.0,0.109,0.363,0.013,0.0,0.347,0.0,0.004,0.073,0.0,0.088,79644,77256.0,79501.871,118.86,0.98,21992.86782,390.0605,261.32805,181.72612,52678.71,1156.69,3.03,3.03,0.0,3677.6,2515.1,3677.6,3677.6,2801.5,15880.9,80.0,80.0,80.0,0.0,0.0,0.0,876.1,21.81,22.128184,0.24249,0.075695,83.919768,0.219454,0.048648,-4868.956,-131.048,7836.956,6237.504,4527.452
83869.278,411.4,9931.0,32081.0,1232.0,3.0,30418.0,77.0,382.0,4629.0,0.0,8209.0,0.114,0.368,0.014,0.0,0.349,0.0,0.004,0.053,0.0,0.094,79429,77415.0,79019.053,26.61,0.69,1895.10557,396.91181,270.40002,180.4112,11992.38,1231.93,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2923.1,15888.1,80.0,80.0,80.0,0.0,0.0,0.0,754.5,21.62,21.975254,0.268362,0.086893,31.053397,-0.015511,0.016409,-4851.655,-60.161,7935.655,5735.816,4582.839
83435.704,388.7,9905.0,32175.0,1409.0,8.0,30414.0,76.0,382.0,3667.0,0.0,7631.0,0.115,0.375,0.016,0.0,0.355,0.0,0.004,0.042,0.0,0.089,79852,78379.0,79168.225,34.32,1.1,2867.43595,391.12306,270.71038,174.22354,15220.48,1338.85,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2788.5,15897.6,43.0,43.0,43.0,0.0,0.0,0.0,889.1,22.08,22.75812,0.555606,0.122514,33.077075,0.014908,0.018001,-4270.279,-111.414,8662.279,5329.693,4940.086
83780.671,366.8,9790.0,33324.0,2065.0,162.0,30393.0,76.0,383.0,2430.0,0.0,6426.0,0.115,0.391,0.024,0.001,0.357,0.0,0.004,0.028,0.0,0.075,80878,80007.0,80248.85,26.98,2.21,2231.78747,576.87644,277.94055,377.857,17685.79,4337.66,1.78,1.78,0.0,3677.6,2515.1,3677.6,3677.6,2788.5,15920.8,59.0,59.0,59.0,0.0,0.0,0.0,889.1,23.41,24.429451,0.907522,0.11193,28.525239,0.005775,0.016131,-3561.46,-87.19200000000001,9683.46,4966.652,6092.808
84874.614,381.6,9740.0,34717.0,2892.0,164.0,30396.0,78.0,388.0,769.0,0.0,6068.0,0.114,0.407,0.034,0.002,0.356,0.0,0.004,0.009,0.0,0.071,83022,81123.0,81011.723,27.23,1.82,3549.98817,632.13014,233.93016,431.17206,18089.99,4112.37,0.0,0.62,0.0,3677.6,2515.1,3677.6,3858.2,2515.1,16147.4,63.0,63.0,63.0,0.0,0.0,0.0,1343.1,28.44,29.716867,1.082883,0.193984,26.100587,0.010833,0.01392,-3892.499,26.38300000000004,9686.499,5446.116,6428.383
85832.056,401.2,9407.0,34592.0,4633.0,158.0,30395.0,78.0,391.0,21.0,0.0,6383.0,0.109,0.401,0.053,0.001,0.353,0.0,0.004,0.0,0.0,0.074,83994,82490.0,82577.307,28.87,0.0,1000.38859,643.7812,275.29937,345.74089,17970.64,0.0,9.03,9.03,0.0,3677.6,2515.1,3677.6,3677.6,3198.5,15253.8,103.0,103.0,103.0,0.0,0.0,0.0,479.1,37.42,38.723621,0.929892,0.373729,25.322601,0.012142,0.012959,-3268.388,3.69399999999996,10240.388,5372.6939999999995,7375.694
86344.867,404.5,9307.0,35164.0,4642.0,167.0,30413.0,95.0,390.0,1.0,0.0,6592.0,0.107,0.405,0.053,0.001,0.35,0.001,0.004,0.0,0.0,0.076,83393,82491.0,82798.744,12.95,1.69,786.79561,653.86636,282.40384,350.38447,8177.25,3653.8,7.01,7.01,0.0,3677.6,2515.1,3677.6,3677.6,3198.5,15288.8,83.0,83.0,83.0,0.0,0.0,0.0,479.1,35.42,36.151365,0.497097,0.234268,25.389939,0.013356,0.011584,-3570.202,-70.24599999999998,10826.202,5300.448,7077.754
85298.339,418.5,9317.0,34527.0,3942.0,168.0,30416.0,112.0,390.0,1.0,0.0,6934.0,0.108,0.402,0.045,0.002,0.354,0.001,0.004,0.0,0.0,0.08,81128,80263.0,80844.942,8.3,0.6,691.57694,583.85259,353.56139,292.87462,5347.82,1759.77,0.0,7.58,0.0,3677.6,2515.1,3677.6,3858.2,2515.1,16045.6,43.0,43.0,43.0,0.0,0.0,0.0,1343.1,31.23,32.034625,0.61436,0.190264,24.824215,0.010838,0.012543,-4487.2,5.791999999999916,10635.2,6484.407999999999,7663.792
83022.221,410.1,9326.0,34119.0,2027.0,170.0,30421.0,95.0,390.0,1.0,0.0,7370.0,0.111,0.406,0.024,0.002,0.362,0.001,0.004,0.0,0.0,0.087,77946,77195.0,77957.51,21.78,1.96,1931.03188,531.16452,285.88026,320.83915,13249.45,3591.79,0.0,6.09,0.0,3677.6,2515.1,3677.6,4217.2,2515.1,16424.7,80.0,80.0,80.0,0.0,0.0,0.0,1702.1,28.39,28.572104,0.08808,0.094024,29.700693,0.031393,0.015967,-5103.035,-42.077,9997.035,6137.112,7216.423
80182.681,410.0,9587.0,33386.0,1299.0,96.0,30425.0,85.0,385.0,1.0,0.0,6949.0,0.116,0.406,0.015,0.001,0.37,0.001,0.004,0.0,0.0,0.084,74621,73891.0,74713.31,34.98,2.58,3602.28599,545.36227,289.28679,335.73567,21941.88,4288.91,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2839.5,15993.6,80.0,80.0,80.0,0.0,0.0,0.0,838.1,24.67,24.551553,-0.072713,-0.045734,29.044714,0.045922,0.015459,-5452.771,-33.377999999999986,9062.771,6712.148999999999,6327.622
77446.534,420.4,9626.0,32110.0,1210.0,3.0,30192.0,91.0,386.0,1.0,0.0,7271.0,0.119,0.396,0.015,0.0,0.373,0.001,0.004,0.0,0.0,0.089,72631,,72114.342,20.29,2.16,1111.8371,384.04098,258.67682,180.17899,8905.95,2686.46,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3249.5,16166.3,193.0,193.0,193.0,0.0,0.0,0.0,428.1,23.03,22.814931,-0.221271,0.006202,29.021366,0.024678,0.014188,-5354.325,-4.455000000000041,8580.325,6264.780000000001,6163.045
74921.793,411.9,9235.0,30520.0,1122.0,3.0,30005.0,90.0,387.0,1.0,0.0,7347.0,0.117,0.387,0.014,0.0,0.381,0.001,0.004,0.0,0.0,0.093,70258,,70009.546,19.82,2.82,615.42035,387.79403,262.23251,183.59627,8819.7,3280.28,2.73,2.73,0.0,3677.6,2515.1,3677.6,3677.6,3249.5,16189.6,193.0,193.0,193.0,0.0,0.0,0.0,428.1,23.84,24.083926,0.199598,0.044328,22.593874,0.026089,0.011952,-4934.984,-27.428999999999977,8000.984,5792.4130000000005,5623.571
73221.652,385.0,8862.0,30132.0,1110.0,3.0,29855.0,93.0,385.0,1.0,0.0,6879.0,0.114,0.389,0.014,0.0,0.386,0.001,0.005,0.0,0.0,0.089,68608,,68528.319,10.54,1.88,768.33705,390.3352,271.18781,177.30075,4726.16,3101.16,1.74,1.74,0.0,3677.6,2515.1,3677.6,3677.6,3249.5,16193.6,193.0,193.0,193.0,0.0,0.0,0.0,428.1,22.62,22.732065,0.057813,0.054252,19.84593,0.039798,0.011132,-4714.1050000000005,-25.989000000000033,7946.105,5811.594,5890.011
72504.089,369.5,8599.0,29999.0,1097.0,3.0,29781.0,95.0,373.0,1.0,0.0,6406.0,0.112,0.392,0.014,0.0,0.39,0.001,0.004,0.0,0.0,0.083,67584,,67571.505,9.13,3.41,133.26979,383.83688,270.28421,170.54171,4029.34,4775.19,0.0,0.0,0.0,3677.6,2515.1,3677.6,4225.9,3797.8,16755.7,193.0,193.0,193.0,0.0,0.0,0.0,428.1,20.87,21.023239,0.106127,0.047112,22.264223,0.024729,0.011995,-4968.356,-9.240999999999984,8460.356,6025.597,6222.759
72949.03,362.2,8690.0,30480.0,1114.0,3.0,29610.0,94.0,363.0,1.0,0.0,6431.0,0.113,0.396,0.014,0.0,0.385,0.001,0.004,0.0,0.0,0.083,67581,,67467.954,8.74,3.21,522.72044,381.47248,266.86571,167.41247,3800.16,2968.92,0.0,0.0,0.0,3677.6,2515.1,3677.6,4004.1,3576.0,16536.7,119.0,119.0,119.0,0.0,0.0,0.0,428.1,20.74,20.895543,0.087099,0.068444,22.345133,0.047056,0.01141,-5500.853,-5.085000000000036,8032.853,6495.938,5436.915
73762.049,354.5,8869.0,31003.0,1179.0,3.0,29379.0,91.0,364.0,1.0,0.0,6469.0,0.114,0.4,0.015,0.0,0.379,0.001,0.004,0.0,0.0,0.083,68317,,68293.517,21.89,2.65,1427.7086,558.57109,276.23603,353.14056,13843.97,4369.07,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3249.5,16220.7,119.0,119.0,119.0,0.0,0.0,0.0,428.1,21.96,21.895091,-0.068345,0.003437,27.14104,0.054217,0.016823,-5500.419,-124.087,8078.419,6398.506,5255.9130000000005
75221.076,364.3,9300.0,31528.0,1196.0,3.0,29347.0,88.0,376.0,1.0,0.0,6351.0,0.118,0.403,0.015,0.0,0.375,0.001,0.004,0.0,0.0,0.081,70943,68467.0,69973.38,21.43,2.85,2388.32454,576.18334,243.41958,377.51178,13365.78,4279.22,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3249.5,16231.4,45.0,45.0,45.0,0.0,0.0,0.0,428.1,22.48,22.552897,0.035498,0.037399,26.49936,0.061838,0.013356,-5280.102,1.8759999999999764,8688.102,6514.226,5469.876
76461.707,365.9,9197.0,31770.0,1409.0,3.0,29242.0,85.0,408.0,9.0,0.0,6339.0,0.117,0.404,0.018,0.0,0.372,0.001,0.005,0.0,0.0,0.08,73209,70698.0,72008.461,39.98,3.64,11864.19466,585.78906,243.30986,387.24398,25232.41,4138.88,0.89,0.89,0.0,3677.6,2515.1,3677.6,3677.6,3198.5,16219.4,45.0,45.0,45.0,0.0,0.0,0.0,479.1,22.59,22.700677,0.064313,0.046364,37.063206,0.042567,0.022306,-4483.016,64.11000000000001,8103.016,6161.906,5823.11
79651.423,367.1,9513.0,33532.0,1312.0,3.0,29063.0,83.0,422.0,360.0,0.0,6459.0,0.117,0.415,0.016,0.0,0.359,0.001,0.005,0.004,0.0,0.08,75589,73221.0,74289.22,70.47,0.7,10268.44634,401.96297,241.20485,209.38537,31657.62,1038.71,0.78,0.78,0.0,3677.6,2515.1,3677.6,3677.6,2788.5,16238.5,45.0,45.0,45.0,0.0,0.0,0.0,889.1,26.4,26.959023,0.409138,0.149885,60.354694,0.105105,0.032089,-5391.856,87.26499999999999,7561.856,6734.591,5773.765
81862.608,373.2,9255.0,34004.0,1415.0,3.0,29060.0,81.0,418.0,982.0,0.0,6817.0,0.112,0.414,0.017,0.0,0.354,0.001,0.005,0.012,0.0,0.083,77254,75018.0,76850.496,66.9,2.66,9701.93128,394.67882,232.21142,207.93896,29568.95,2712.05,0.0,1.87,0.0,3677.6,2515.1,3677.6,4268.2,2515.1,16739.3,45.0,45.0,45.0,0.0,0.0,0.0,1753.1,29.11,30.072001,0.750043,0.211958,69.084557,0.125943,0.037781,-4994.48,-112.65999999999995,7760.48,6377.139999999999,6072.66
82572.266,382.1,9555.0,34264.0,1184.0,3.0,29045.0,81.0,415.0,1674.0,0.0,6752.0,0.115,0.412,0.014,0.0,0.35,0.001,0.005,0.02,0.0,0.081,77544,76122.0,78395.762,39.45,1.23,4115.35789,383.27522,231.66999,200.35265,17033.69,3188.02,0.0,4.28,0.0,3677.6,2515.1,3677.6,4268.2,2515.1,16691.5,82.0,82.0,82.0,0.0,0.0,0.0,1753.1,31.0,31.44803,0.176255,0.271775,41.850089,0.060329,0.021427,-4175.594,-6.134999999999991,8185.594,5273.729,6264.135
82457.451,415.7,9150.0,32877.0,1384.0,3.0,29028.0,79.0,418.0,2749.0,0.0,7152.0,0.11,0.396,0.016,0.0,0.35,0.001,0.005,0.033,0.0,0.086,78117,76616.0,79367.155,28.69,2.99,1348.13018,379.48905,329.82934,95.54589,12015.46,2899.55,0.0,5.46,0.0,3677.6,2515.1,3677.6,4268.2,2515.1,16698.5,82.0,82.0,82.0,0.0,0.0,0.0,1753.1,31.69,31.629619,-0.36902,0.308639,34.516425,0.041323,0.014269,-3113.197,-83.64499999999998,9003.197,4896.842000000001,7077.645
