epoch,train_loss,test_loss
71,3.930555199788974e-06,1.6176804820133839e-06
72,3.884337491858897e-06,2.205489863627008e-06
73,3.7092932657171805e-06,1.5464910347873229e-06
74,3.6917419139592488e-06,9.035733228301979e-07
75,3.6572929130304218e-06,1.2927500847581541e-06
76,3.582695434395067e-06,1.0181950074183987e-06
77,3.5366375447904846e-06,1.4109907624515472e-06
78,3.4274407180127734e-06,9.062993626685056e-07
79,3.3953460549077926e-06,8.629448302599485e-07
80,3.300201609586942e-06,8.297575391225109e-07
81,3.260617835535404e-06,6.692376359751506e-07
82,3.1720397182541973e-06,4.895294978268794e-07
83,3.079642237727232e-06,6.695865977235371e-07
84,2.97484068966652e-06,6.785178925383661e-07
85,2.9357090562696245e-06,4.1165799302689265e-07
86,2.8652146602692607e-06,5.955257051937224e-07
87,2.9226489252084104e-06,4.701284410657536e-07
88,2.764351388864164e-06,4.623799156888708e-07
89,2.777153684420416e-06,4.563812581181992e-07
90,2.672349283114885e-06,4.125400323573558e-07
91,2.618751975308133e-06,4.5787990643475496e-07
92,2.5956240914695608e-06,3.4454848218956613e-07
93,2.5797996621001617e-06,5.00557575833227e-07
94,2.477801618575304e-06,5.524279913515784e-07
95,2.437177900951334e-06,3.321395354305423e-07
96,2.326257042289661e-06,3.2603111321805045e-07
97,2.2936175905205344e-06,1.7609318092581816e-07
98,2.2017065864019375e-06,2.8384877737153147e-07
99,2.1332314982923724e-06,3.8959058201726293e-07
100,2.0375854577249364e-06,5.817677788400033e-07
101,1.9542469647642117e-06,6.160686325529241e-07
102,1.8680824528392591e-06,6.986956009313872e-07
103,1.8158199771995357e-06,6.681467539237929e-07
104,1.7527050968202506e-06,6.292827379184018e-07
105,1.6914578754795028e-06,5.917280532230507e-07
106,1.610616240208705e-06,5.589347438217374e-07
107,1.52624216061398e-06,7.109218813639018e-07
108,1.4417335573586485e-06,7.199720357675687e-07
109,1.3598639009425332e-06,5.281876838125754e-07
110,1.257512328760756e-06,3.827947239187779e-07
111,1.1609911389565922e-06,1.7876392632842908e-07
112,1.1040484664821513e-06,9.177031046192496e-08
113,1.0174928772856662e-06,5.846527528774459e-08
114,9.458022400252141e-07,2.9710795601545215e-08
115,8.929499470380135e-07,2.227513284935867e-08
116,8.357487009240867e-07,1.4084792887558706e-08
117,7.614523345626083e-07,1.7722227241279143e-08
118,7.104543501151555e-07,1.0378805370692135e-08
119,6.451073143572955e-07,1.652977132948763e-08
120,5.962421378936726e-07,1.7465200841115802e-08
121,5.379831577160235e-07,1.5465813518744653e-08
122,4.971345940597495e-07,2.0870229988645406e-08
123,4.3843248008513776e-07,1.5509877826502816e-08
124,4.044938512299136e-07,9.559383506996255e-09
125,3.6095500074078864e-07,8.241867632818867e-09
126,3.263455082901923e-07,5.9422582410206815e-09
127,2.901555005386735e-07,5.723447937810988e-09
128,2.6422624321646425e-07,5.003069958320339e-09
129,2.3917602125007967e-07,1.6295601534821458e-09
130,2.2002996110859445e-07,5.966808158675008e-10
131,1.9912127977503473e-07,1.5968925071163653e-09
132,1.869024542968273e-07,2.5973205808327293e-09
133,1.7200136966012723e-07,2.149364908277107e-09
134,1.5857637286336105e-07,8.566902742757065e-10
135,1.4590905397470913e-07,4.287810106973211e-10
136,1.3048641492894404e-07,1.9232553327697133e-09
137,1.1647004691181352e-07,4.494383532005486e-09
138,9.614364199095287e-08,3.386777081004766e-09
139,7.772476210518929e-08,1.9333641354535303e-09
140,6.49053552182079e-08,1.997708221068706e-09
141,5.262885326281336e-08,1.5942059894413774e-09
142,4.297907941437402e-08,1.6625183452134706e-09
143,3.4961227187620446e-08,1.9729533562440338e-09
144,2.8312168314195744e-08,1.8013437408370692e-09
145,2.241013324752203e-08,2.1194042076899677e-09
146,1.766924720616021e-08,1.448210884547052e-09
147,1.518638051127399e-08,6.9837025051811e-10
148,1.2512563959942878e-08,2.1019565255020467e-10
149,9.635451158919387e-09,7.035923510478881e-10
150,7.864847484781308e-09,6.243824346441329e-10
151,6.162744613648977e-09,5.991606655264547e-10
152,4.968475843478519e-09,5.888229348549601e-10
153,3.777645281792111e-09,7.221352404940262e-10
154,2.999922338967526e-09,5.78822378916044e-10
155,2.4283210749345006e-09,5.512442169397502e-10
156,1.9702510942081933e-09,4.976702938641608e-10
157,1.6047241860308616e-09,5.051949969470115e-10
158,1.2671250727211656e-09,4.241853257536121e-10
159,1.0333104634404667e-09,4.3014908301941546e-10
160,8.440797581843816e-10,4.152212185193349e-10
161,6.935972794026527e-10,3.587198316168383e-10
162,5.801287314628224e-10,3.325844877277717e-10
163,4.920902935939341e-10,3.0225427716246145e-10
164,4.195200534327119e-10,2.9557492564613597e-10
165,3.653221881079563e-10,2.5795626745761524e-10
166,3.1916115787254736e-10,2.429936252212883e-10
167,2.81272780114958e-10,2.280361455220259e-10
168,2.509755336171903e-10,2.0307201753499982e-10
169,2.2370094053763024e-10,1.9010377994010952e-10
170,2.0086522245383212e-10,1.6917246770109529e-10
171,1.8047566748786453e-10,1.563859042263971e-10
172,1.6225880449242385e-10,1.434560248370076e-10
173,1.4687661715539528e-10,1.3043598146023072e-10
174,1.3294673476012972e-10,1.1911828468047503e-10
175,1.1952077530604714e-10,1.081702782901317e-10
176,1.0840515040438338e-10,9.823710594991653e-11
177,9.766173498732811e-11,9.015762442166064e-11
178,8.841198372942327e-11,8.029713005619499e-11
179,7.957571791888407e-11,7.392155637608866e-11
180,7.176806131294837e-11,6.633252974674875e-11
181,6.470795529778672e-11,6.018457260337229e-11
182,5.8169876519261205e-11,5.4314185093939926e-11
183,5.2138006642981015e-11,4.869094016868303e-11
184,4.6835131753428766e-11,4.372778875105787e-11
185,4.195820377766061e-11,3.911388227195722e-11
186,3.7507000132018305e-11,3.4920726033060845e-11
187,3.345625056397613e-11,3.119568839360376e-11
188,2.981770459303204e-11,2.7871861069117543e-11
189,2.6531302731113824e-11,2.4718487673380807e-11
190,2.3559362399317328e-11,2.207040626645007e-11
191,2.088308056547732e-11,1.936567052551741e-11
192,1.8464939266081238e-11,1.722618922506136e-11
193,1.6302704071825067e-11,1.5193225150200718e-11
194,1.435204815451651e-11,1.3453320922562906e-11
195,1.262606913720284e-11,1.1769819494023004e-11
196,1.1080190626449251e-11,1.0354992904804128e-11
197,9.700170396981137e-12,9.004338941132062e-12
198,8.473217227097201e-12,7.87399919571774e-12
199,7.38547870692807e-12,6.855873941474799e-12
200,6.425892980035757e-12,5.9462807941446094e-12
201,5.573962947817124e-12,5.163506774930049e-12
202,4.826649544944757e-12,4.465755890081802e-12
203,4.170142817479339e-12,3.854506557682269e-12
204,3.5923120990318373e-12,3.3238908587335247e-12
205,3.0886582091033283e-12,2.8491152579551704e-12
206,2.648998167036602e-12,2.4368887983905463e-12
207,2.2659842737533613e-12,2.0860262302246912e-12
208,1.9337251545847714e-12,1.7784549874444444e-12
209,1.6459574397571167e-12,1.5124859914852906e-12
210,1.397566651469498e-12,1.2810154412928876e-12
211,1.183408252799709e-12,1.0841069795347602e-12
212,9.9962049006455e-13,9.141364965339904e-13
213,8.420112449687919e-13,7.690491581231751e-13
214,7.074615791007497e-13,6.452284453256629e-13
215,5.927672918370429e-13,5.39833585819216e-13
216,4.952768276661376e-13,4.5025547418080236e-13
217,4.1263912350881413e-13,3.7475816720700106e-13
218,3.4288782879397815e-13,3.106613544971021e-13
219,2.8406366723976707e-13,2.5719503566820623e-13
220,2.3467595493818203e-13,2.1216885128134966e-13
221,1.933001115797708e-13,1.7437556932252407e-13
222,1.587315881344918e-13,1.4300455893241637e-13
223,1.2996549166816045e-13,1.1688961159671968e-13
224,1.060791742889059e-13,9.522351169296422e-14
225,8.631617024568357e-14,7.737966490435275e-14
226,7.001421105124049e-14,6.26477765063721e-14
227,5.660958714547261e-14,5.0585946022307926e-14
228,4.562148232432854e-14,4.067476268450852e-14
229,3.664294442618054e-14,3.262453106061755e-14
230,2.933527418246138e-14,2.6068799286664383e-14
231,2.340353791563012e-14,2.075145848071721e-14
232,1.860633390583884e-14,1.6473493169620948e-14
233,1.4740528099895528e-14,1.302131383133006e-14
234,1.163586759489095e-14,1.0263250888259759e-14
235,9.151728777564826e-15,8.05264143262591e-15
236,7.170831337850226e-15,6.297108474717433e-15
237,5.5976209131732556e-15,4.906349832027547e-15
238,4.3528180815680274e-15,3.80729747791078e-15
239,3.371491138196499e-15,2.9425026732690304e-15
240,2.600966902242924e-15,2.265463944572748e-15
241,1.998377237645503e-15,1.7362261124252362e-15
242,1.5290390408430934e-15,1.3257841217345482e-15
243,1.1649746095127489e-15,1.0077646487758555e-15
244,8.837905675847146e-16,7.626127203519309e-16
245,6.67526216664101e-16,5.74875120312626e-16
246,5.019477908879288e-16,4.309293089348258e-16
247,3.7569957096640416e-16,3.2183850628984595e-16
248,2.799127819011455e-16,2.3922632415294997e-16
249,2.0755956853039551e-16,1.7686167052677999e-16
250,1.5316635595846173e-16,1.301991019185734e-16
251,1.124735375954827e-16,9.532966715587005e-17
252,8.217654461100728e-17,6.948087520107388e-17
253,5.973426924796358e-17,5.0353911722561214e-17
254,4.319730628023578e-17,3.6308222794010744e-17
255,3.1070831888171084e-17,2.6042395231525437e-17
256,2.2228887953186424e-17,1.8578881876441153e-17
257,1.5815224535476116e-17,1.3176220361541894e-17
258,1.1189387806727728e-17,9.290771044645562e-18
259,7.87101486995117e-18,6.51751321062169e-18
260,5.50460428743087e-18,4.542868893106021e-18
261,3.826838566405738e-18,3.1483784515523816e-18
262,2.6444083032732766e-18,2.167336454800203e-18
263,1.816053311725562e-18,1.483622874868985e-18
264,1.239354650949394e-18,1.008866077811778e-18
265,8.403957231342622e-19,6.817457689527426e-19
266,5.661728241403667e-19,4.576435158580387e-19
267,3.788962868874783e-19,3.0508778455701437e-19
268,2.518627838722532e-19,2.020278527741724e-19
269,1.662659301290961e-19,1.329026825038916e-19
270,1.0899735688279905e-19,8.676712327844691e-20
271,7.094376437056525e-20,5.625060163673015e-20
272,4.5842349564587505e-20,3.6194221511621116e-20
273,2.9403676065166566e-20,2.312755310550211e-20
274,1.8718735693392807e-20,1.4657795550804504e-20
275,1.1825344248504116e-20,9.221731778374364e-21
276,7.412788915214793e-21,5.753829566827647e-21
277,4.609833725984219e-21,3.563216601788197e-21
278,2.843756339208339e-21,2.1879024137255616e-21
279,1.739920684060498e-21,1.3324218642707242e-21
280,1.0557171939258126e-21,8.046157070539493e-22
281,6.351228392761811e-22,4.818218015989848e-22
282,3.788118830491949e-22,2.8600915736144037e-22
283,2.2395561532164747e-22,1.6819963479022682e-22
284,1.3122364923108207e-22,9.807319459921907e-23
285,7.618982752312796e-23,5.664704137486424e-23
286,4.3829631130612936e-23,3.241532011470816e-23
287,2.4976966968356625e-23,1.8372786630485396e-23
288,1.4097887986479008e-23,1.0312575876701646e-23
289,7.879843271689579e-24,5.733768830852433e-24
290,4.3610684721046346e-24,3.1544587280438788e-24
291,2.389198777257759e-24,1.7185936326679973e-24
292,1.295631881000045e-24,9.265281772347515e-25
293,6.952739225435332e-25,4.941213690012271e-25
294,3.6916056798130746e-25,2.6078878709991565e-25
295,1.9390310488613484e-25,1.3611746848377147e-25
296,1.0073544306728738e-25,7.026719964985853e-26
297,5.174980860883392e-26,3.586863329932059e-26
298,2.6284179016895256e-26,1.8093067203116245e-26
299,1.319626458117359e-26,9.024415451704802e-27
300,6.547624080784028e-27,4.447055441763725e-27
301,3.2101065547055753e-27,2.1654087403570945e-27
302,1.5547304958878146e-27,1.041085409266328e-27
303,7.436931431994505e-28,4.944256019915662e-28
304,3.5127572130262434e-28,2.3184729856522423e-28
305,1.63803968031504e-28,1.072618876912899e-28
306,7.538912036302508e-29,4.898845059424752e-29
307,3.4239238146661007e-29,2.2075881709572548e-29
308,1.534068554440233e-29,9.81240918891276e-30
309,6.779213000155621e-30,4.300004226607384e-30
310,2.9540048579361284e-30,1.8588171162773208e-30
311,1.268944080711394e-30,7.917040969172327e-31
312,5.372181974062476e-31,3.322868152797089e-31
313,2.2409280574568467e-31,1.3735986505248414e-31
314,9.207685885178208e-32,5.594751256806468e-32
315,3.725744618096809e-32,2.2430737651984796e-32
316,1.4841701990006508e-32,8.852633997047231e-33
317,5.8187380646435736e-33,3.436475082682415e-33
318,2.2445500268708884e-33,1.3131754123592941e-33
319,8.51660061175082e-34,4.933616371135855e-34
320,3.1773939694319056e-34,1.8210170735763467e-34
321,1.1653220590224348e-34,6.612844489596552e-35
322,4.1998099573659014e-35,2.3579062103926757e-35
323,1.486938702753244e-35,8.256734309135654e-36
324,5.1694736962906464e-36,2.839447894511266e-36
325,1.7644796334446205e-36,9.580487023997626e-37
326,5.909538666656882e-37,3.1728087725365362e-37
327,1.94169189805646e-37,1.0299789220278355e-37
328,6.255768294551742e-38,3.279706825887555e-38
329,1.975647475694748e-38,1.0227502958736467e-38
330,6.113659471584788e-39,3.1249067858320567e-39
331,1.8529123042798855e-39,9.34886079563552e-40
332,5.498089974304238e-40,2.7369040566420867e-40
333,1.5964752261015535e-40,7.845449712215353e-41
334,4.534738326613847e-41,2.1966754726755832e-41
335,1.259320210861555e-41,6.014373008882115e-42
336,3.417581295419519e-42,1.60869063704489e-42
337,9.058925843783511e-43,4.203895392974451e-43
338,2.3456649210092493e-43,1.064986832886861e-43
339,5.917760671002229e-44,2.6624670822171524e-44
340,1.455011342920314e-44,7.006492321624085e-45
341,3.4728628099294277e-45,1.401298464324817e-45
342,7.817223945677776e-46,0.0
343,0.0,0.0
344,0.0,0.0
345,0.0,0.0
346,0.0,0.0
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.0,0.0
353,0.0,0.0
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.0,0.0
358,0.0,0.0
359,0.0,0.0
360,0.0,0.0
361,0.0,0.0
362,0.0,0.0
363,0.0,0.0
364,0.0,0.0
365,0.0,0.0
366,0.0,0.0
367,0.0,0.0
368,0.0,0.0
369,0.0,0.0
370,0.0,0.0
371,0.0,0.0
372,0.0,0.0
373,0.0,0.0
374,0.0,0.0
375,0.0,0.0
376,0.0,0.0
377,0.0,0.0
378,0.0,0.0
379,0.0,0.0
380,0.0,0.0
381,0.0,0.0
382,0.0,0.0
383,0.0,0.0
384,0.0,0.0
385,0.0,0.0
386,0.0,0.0
387,0.0,0.0
388,0.0,0.0
389,0.0,0.0
390,0.0,0.0
391,0.0,0.0
392,0.0,0.0
393,0.0,0.0
394,0.0,0.0
395,0.0,0.0
396,0.0,0.0
397,0.0,0.0
398,0.0,0.0
399,0.0,0.0
400,0.0,0.0
401,0.0,0.0
402,0.0,0.0
403,0.0,0.0
404,0.0,0.0
405,0.0,0.0
406,0.0,0.0
407,0.0,0.0
408,0.0,0.0
409,0.0,0.0
410,0.0,0.0
411,0.0,0.0
412,0.0,0.0
413,0.0,0.0
414,0.0,0.0
415,0.0,0.0
416,0.0,0.0
417,0.0,0.0
418,0.0,0.0
419,0.0,0.0
420,0.0,0.0
421,0.0,0.0
422,0.0,0.0
