target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.749323844909668,0.8989746241669573
gross_actual_interchange_mw,10,1.7960184812545776,0.7800009158051219
total_gen,25,2.509181499481201,0.7795210613891704
metered_load_mw,26,2.4162542819976807,0.7416153124379119
total_losses,17,1.9578226804733276,0.6910255045143825
congestion_price_da,5,1.103987455368042,0.6859459733357348
congestion_price_rt,10,1.5897337198257446,0.690412582215851
marginal_loss_price_da,20,0.7367517948150635,0.2459337909862743
total_lmp_da,31,1.4866615533828735,0.43292576962463286
da_as_total_mw_primary_reserve,9,1.9433438777923584,0.8844539141958577
da_as_total_mw_synchronized_reserve,7,1.7010953426361084,0.8741900767935993
da_as_total_mw_thirty_minutes_reserve,18,2.3606629371643066,0.8167333252946601
