target_field,rank,source_field,source_type,attention
da_as_total_mw_primary_reserve,1,da_as_nsr_mw_primary_reserve,general,0.3727388083934784
da_as_total_mw_primary_reserve,2,da_as_as_req_mw_synchronized_reserve,general,0.11500601470470428
da_as_total_mw_primary_reserve,3,da_as_as_req_mw_primary_reserve,general,0.11250382661819458
da_as_total_mw_primary_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,general,0.08476917445659637
da_as_total_mw_primary_reserve,5,da_as_mcp_primary_reserve,general,0.059559792280197144
da_as_total_mw_primary_reserve,6,gen_fuel_nuclear_mw,general,0.05728043615818024
da_as_total_mw_primary_reserve,7,gen_fuel_gas_mw,general,0.053104836493730545
da_as_total_mw_primary_reserve,8,forecast_load_mw_day_ahead,general,0.052818357944488525
da_as_total_mw_primary_reserve,9,total_pjm_self_sched_reg,general,0.04721859097480774
da_as_total_mw_primary_reserve,10,total_pjm_rmpcp_cr,general,0.045000165700912476
