field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.0167527198791504,-1.2649426758928348,True
gross_actual_interchange_mw,0.2460934792895835,0.169808030128479,-0.0762854491611045,True
total_gen,0.9906449538219424,0.9474701136350632,-0.043174840186879226,True
metered_load_mw,0.9762308832723112,0.9679496437311172,-0.008281239541193974,True
total_losses,0.6540839836602339,0.701593428850174,0.04750944518994005,True
congestion_price_da,0.0475838272605031,0.22223055362701416,0.17464672636651107,True
congestion_price_rt,0.4561738508473963,0.3834214210510254,-0.07275242979637092,True
marginal_loss_price_da,0.4407231017762543,0.4875299334526062,0.04680683167635191,True
total_lmp_da,0.9299314144617218,0.8803839981555939,-0.04954741630612791,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9694817457348108,-0.005746073222950732,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9361689388751984,-0.0056741721704484105,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4335842728614807,-0.023319765143023363,True
