confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9702544007450342,0.04112851992249489,True
metered_load_mw,0.9623183086514473,0.016293887048959732,True
da_as_total_mw_synchronized_reserve,0.9475778564810753,0.044151436537504196,True
total_gen,0.9242491275072098,0.03465096279978752,True
total_lmp_da,0.9121441915631294,0.03815664350986481,True
congestion_price_rt,0.46660101413726807,0.8717374205589294,True
marginal_loss_price_da,0.4474736452102661,0.30261579155921936,True
total_losses,0.4079451560974121,0.5197708606719971,True
da_as_total_mw_thirty_minutes_reserve,0.32745665311813354,0.4826386868953705,True
congestion_price_da,0.17316901683807373,1.401395559310913,True
gross_actual_interchange_mw,-0.33742570877075195,0.7808687090873718,False
net_actual_interchange_mw,-2.121642589569092,2.427354574203491,False
