feature,gate,pearson,spearman,kendall,nmi,distance_corr
gen_fuel_coal_mw,0.714355,0.7262866,0.69696313,0.5023749,0.16933008,0.6910403
marginal_loss_price_rt,0.70467335,0.37765464,0.5613836,0.39842904,0.81805384,0.51462007
forecast_load_mw_latest_available,0.70377946,0.6469289,0.7067348,0.47403908,0.14995736,0.62572604
forecast_load_mw_day_ahead,0.69761574,0.6137578,0.6672217,0.47406307,0.12776597,0.62107277
gen_fuel_coal_pct,0.6932997,0.6513544,0.595838,0.44390905,0.12567417,0.6191135
gen_fuel_nuclear_mw,0.68408525,0.55234057,0.56205,0.42764544,0.18052235,0.57024527
gen_fuel_nuclear_pct,0.66202444,0.5030395,0.5368142,0.3484873,0.08173848,0.46205065
gen_fuel_gas_mw,0.65835583,0.45136258,0.5070668,0.35933498,0.08505641,0.476444
system_energy_price_da,0.65744954,0.4352993,0.49250484,0.3337442,0.17300396,0.4359855
gross_inadv_interchange_mw,0.6493405,0.48320743,0.4147017,0.31751543,0.06995887,0.45845556
total_lmp_rt,0.6457425,0.24961141,0.4188876,0.31282365,0.3015213,0.42058742
gen_fuel_other_renewables_pct,0.6389266,0.3914525,0.39268082,0.33191615,0.07430264,0.4028304
da_as_as_req_mw_synchronized_reserve,0.61195,0.25126868,0.3269098,0.23785847,0.16778305,0.21527056
gen_fuel_other_renewables_mw,0.60999876,0.2693722,0.30299234,0.20180961,0.04975601,0.32893613
gen_fuel_oil_mw,0.6054695,0.32458508,0.20541617,0.14502518,0.10722756,0.3108103
da_as_as_req_mw_primary_reserve,0.6050296,0.1948946,0.2763549,0.23816234,0.16595817,0.22691017
da_as_as_req_mw_thirty_minutes_reserve,0.60069263,0.21973729,0.24762608,0.2187089,0.1332026,0.21827783
total_pjm_rmccp_cr,0.5950869,0.1139333,0.21387406,0.15497507,0.27025402,0.20527849
gen_fuel_wind_mw,0.59362984,0.23143147,0.21414532,0.16483127,0.029130809,0.27998823
da_as_nsr_mw_primary_reserve,0.59265274,0.23949014,0.24043158,0.14119932,0.07367793,0.21072012
rmccp,0.5922188,0.12748042,0.21215789,0.13907146,0.21427177,0.2171357
gen_fuel_oil_pct,0.58703023,0.2686413,0.12938875,0.1045911,0.07355306,0.25223145
gen_fuel_hydro_mw,0.583697,0.1563554,0.19270511,0.15956351,0.042852446,0.22981462
total_pjm_reg_purchases,0.58362097,0.17760764,0.21065779,0.15534993,0.027836638,0.20655818
gen_fuel_solar_pct,0.58318293,0.23131424,0.15101424,0.1230707,0.048788756,0.21968566
gross_sched_interchange_mw,0.58066213,0.24638537,0.20696789,0.0970883,0.012640327,0.16501261
total_pjm_assigned_reg,0.5803101,0.20387888,0.2179516,0.114240155,0.020837817,0.16789792
total_pjm_loc_credit,0.57690024,0.13954353,0.1350225,0.12165731,0.07018604,0.2198515
gen_fuel_solar_mw,0.57004255,0.16585955,0.12784407,0.089408614,0.028552031,0.17241837
gen_fuel_storage_mw,0.5664866,0.10369626,0.14439987,0.1278725,0.008837696,0.15279965
net_inadv_interchange_mw,0.5654068,0.12858276,0.1375534,0.098173,0.00600546,0.14799373
gen_fuel_multiple_fuels_mw,0.55842775,0.08168533,0.09112202,0.059401147,0.037605416,0.14991786
gen_fuel_wind_pct,0.55823475,0.09298315,0.09323738,0.06253298,0.027380593,0.141078
da_as_mcp_synchronized_reserve,0.55797046,0.09920981,0.0682712,0.037408967,0.079831444,0.13133883
gen_fuel_hydro_pct,0.55521613,0.044442277,0.08578479,0.07003795,0.05284008,0.1257744
da_as_ss_mw_thirty_minutes_reserve,0.553404,0.072139345,0.073143385,0.04578534,0.042857744,0.11675759
da_as_ss_mw_primary_reserve,0.5515187,0.075846285,0.07496884,0.039474495,0.048387267,0.086309694
da_as_mcp_primary_reserve,0.5510248,0.08680614,0.022719217,0.054882426,0.04595571,0.1143202
da_as_ss_mw_synchronized_reserve,0.550471,0.045646664,0.055000238,0.05151756,0.053988203,0.10725352
gen_fuel_gas_pct,0.54995143,0.017340232,0.052335396,0.06517789,0.024472667,0.14503784
gen_fuel_multiple_fuels_pct,0.5471127,0.08357356,0.055040136,0.018510045,0.015252021,0.087080285
rmpcp,0.5461076,0.072172225,0.03508713,0.027679982,0.026649812,0.08808525
total_pjm_self_sched_reg,0.5426013,0.011039228,0.04512196,0.037693407,0.020809492,0.08564579
total_pjm_rmpcp_cr,0.54089946,0.059497733,0.0014754375,0.007882374,0.035493825,0.07384875
gen_fuel_storage_pct,0.52815545,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.52815545,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.52815545,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.52815545,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.52815545,0.0,0.0,0.0,0.0,0.0
